COG ID	Catergory Code	Catergory	
COG3754	M	Cell wall/membrane/envelope biogenesis	
COG3757	M	Cell wall/membrane/envelope biogenesis	
COG3764	M	Cell wall/membrane/envelope biogenesis	
COG3765	M	Cell wall/membrane/envelope biogenesis	
COG3770	M	Cell wall/membrane/envelope biogenesis	
COG3772	M	Cell wall/membrane/envelope biogenesis	
COG3773	M	Cell wall/membrane/envelope biogenesis	
COG3774	M	Cell wall/membrane/envelope biogenesis	
COG3786	M	Cell wall/membrane/envelope biogenesis	
COG3875	M	Cell wall/membrane/envelope biogenesis	
COG3895	M	Cell wall/membrane/envelope biogenesis	
COG3942	M	Cell wall/membrane/envelope biogenesis	
COG3944	M	Cell wall/membrane/envelope biogenesis	
COG3955	M	Cell wall/membrane/envelope biogenesis	
COG3966	M	Cell wall/membrane/envelope biogenesis	
COG3967	M	Cell wall/membrane/envelope biogenesis	
COG3980	M	Cell wall/membrane/envelope biogenesis	
COG4092	M	Cell wall/membrane/envelope biogenesis	
COG4105	M	Cell wall/membrane/envelope biogenesis	
COG4238	M	Cell wall/membrane/envelope biogenesis	
COG4282	M	Cell wall/membrane/envelope biogenesis	
COG4305	M	Cell wall/membrane/envelope biogenesis	
COG4409	M	Cell wall/membrane/envelope biogenesis	
COG4421	M	Cell wall/membrane/envelope biogenesis	
COG4424	M	Cell wall/membrane/envelope biogenesis	
COG4520	M	Cell wall/membrane/envelope biogenesis	
COG4571	M	Cell wall/membrane/envelope biogenesis	
COG4588	M	Cell wall/membrane/envelope biogenesis	
COG4591	M	Cell wall/membrane/envelope biogenesis	
COG4623	M	Cell wall/membrane/envelope biogenesis	
COG4678	M	Cell wall/membrane/envelope biogenesis	
COG4692	M	Cell wall/membrane/envelope biogenesis	
COG4750	M	Cell wall/membrane/envelope biogenesis	
COG4775	M	Cell wall/membrane/envelope biogenesis	
COG4785	M	Cell wall/membrane/envelope biogenesis	
COG4948	M	Cell wall/membrane/envelope biogenesis	
COG4952	M	Cell wall/membrane/envelope biogenesis	
COG4953	M	Cell wall/membrane/envelope biogenesis	
COG5009	M	Cell wall/membrane/envelope biogenesis	
COG5039	M	Cell wall/membrane/envelope biogenesis	
COG5337	M	Cell wall/membrane/envelope biogenesis	
COG5520	M	Cell wall/membrane/envelope biogenesis	
COG5577	M	Cell wall/membrane/envelope biogenesis	
COG5597	M	Cell wall/membrane/envelope biogenesis	
COG5622	M	Cell wall/membrane/envelope biogenesis	
COG5632	M	Cell wall/membrane/envelope biogenesis	
COG0084	N	Cell motility	
COG0455	N	Cell motility	
COG0643	N	Cell motility	
COG0795	N	Cell motility	
COG0835	N	Cell motility	
COG0840	N	Cell motility	
COG1157	N	Cell motility	
COG1192	N	Cell motility	
COG1215	N	Cell motility	
COG1256	N	Cell motility	
COG1261	N	Cell motility	
COG1291	N	Cell motility	
COG1298	N	Cell motility	
COG1317	N	Cell motility	
COG1338	N	Cell motility	
COG1344	N	Cell motility	
COG1345	N	Cell motility	
COG1352	N	Cell motility	
COG1360	N	Cell motility	
COG1377	N	Cell motility	
COG1406	N	Cell motility	
COG1419	N	Cell motility	
COG1459	N	Cell motility	
COG1516	N	Cell motility	
COG1536	N	Cell motility	
COG1558	N	Cell motility	
COG1580	N	Cell motility	
COG1677	N	Cell motility	
COG1681	N	Cell motility	
COG1684	N	Cell motility	
COG1699	N	Cell motility	
COG1705	N	Cell motility	
COG1706	N	Cell motility	
COG1749	N	Cell motility	
COG1766	N	Cell motility	
COG1815	N	Cell motility	
COG1843	N	Cell motility	
COG1868	N	Cell motility	
COG1871	N	Cell motility	
COG1886	N	Cell motility	
COG1955	N	Cell motility	
COG1987	N	Cell motility	
COG1989	N	Cell motility	
COG2063	N	Cell motility	
COG2165	N	Cell motility	
COG2201	N	Cell motility	
COG2747	N	Cell motility	
COG2804	N	Cell motility	
COG2805	N	Cell motility	
COG2874	N	Cell motility	
COG2882	N	Cell motility	
COG3063	N	Cell motility	
COG3143	N	Cell motility	
COG3144	N	Cell motility	
COG3166	N	Cell motility	
COG3167	N	Cell motility	
COG3168	N	Cell motility	
COG3170	N	Cell motility	
COG3188	N	Cell motility	
COG3190	N	Cell motility	
COG3215	N	Cell motility	
COG3225	N	Cell motility	
COG3334	N	Cell motility	
COG3351	N	Cell motility	
COG3352	N	Cell motility	
COG3353	N	Cell motility	
COG3354	N	Cell motility	
COG3418	N	Cell motility	
COG3419	N	Cell motility	
COG3430	N	Cell motility	
COG3539	N	Cell motility	
COG3951	N	Cell motility	
COG4726	N	Cell motility	
COG4786	N	Cell motility	
COG4787	N	Cell motility	
COG4862	N	Cell motility	
COG4966	N	Cell motility	
COG4967	N	Cell motility	
COG4968	N	Cell motility	
COG4969	N	Cell motility	
COG4970	N	Cell motility	
COG4972	N	Cell motility	
COG5008	N	Cell motility	
COG5442	N	Cell motility	
COG5443	N	Cell motility	
COG5581	N	Cell motility	
COG5653	N	Cell motility	
COG0068	O	Posttranslational modification, protein turnover, chaperones	
COG0071	O	Posttranslational modification, protein turnover, chaperones	
COG0170	O	Posttranslational modification, protein turnover, chaperones	
COG0225	O	Posttranslational modification, protein turnover, chaperones	
COG0229	O	Posttranslational modification, protein turnover, chaperones	
COG0234	O	Posttranslational modification, protein turnover, chaperones	
COG0265	O	Posttranslational modification, protein turnover, chaperones	
COG0278	O	Posttranslational modification, protein turnover, chaperones	
COG0298	O	Posttranslational modification, protein turnover, chaperones	
COG0309	O	Posttranslational modification, protein turnover, chaperones	
COG0316	O	Posttranslational modification, protein turnover, chaperones	
COG0326	O	Posttranslational modification, protein turnover, chaperones	
COG0330	O	Posttranslational modification, protein turnover, chaperones	
COG0354	O	Posttranslational modification, protein turnover, chaperones	
COG0378	O	Posttranslational modification, protein turnover, chaperones	
COG0396	O	Posttranslational modification, protein turnover, chaperones	
COG0409	O	Posttranslational modification, protein turnover, chaperones	
COG0425	O	Posttranslational modification, protein turnover, chaperones	
COG0443	O	Posttranslational modification, protein turnover, chaperones	
COG0459	O	Posttranslational modification, protein turnover, chaperones	
COG0465	O	Posttranslational modification, protein turnover, chaperones	
COG0466	O	Posttranslational modification, protein turnover, chaperones	
COG0484	O	Posttranslational modification, protein turnover, chaperones	
COG0492	O	Posttranslational modification, protein turnover, chaperones	
COG0501	O	Posttranslational modification, protein turnover, chaperones	
COG0526	O	Posttranslational modification, protein turnover, chaperones	
COG0542	O	Posttranslational modification, protein turnover, chaperones	
COG0544	O	Posttranslational modification, protein turnover, chaperones	
COG0545	O	Posttranslational modification, protein turnover, chaperones	
COG0576	O	Posttranslational modification, protein turnover, chaperones	
COG0606	O	Posttranslational modification, protein turnover, chaperones	
COG0616	O	Posttranslational modification, protein turnover, chaperones	
COG0625	O	Posttranslational modification, protein turnover, chaperones	
COG0638	O	Posttranslational modification, protein turnover, chaperones	
COG0641	O	Posttranslational modification, protein turnover, chaperones	
COG0652	O	Posttranslational modification, protein turnover, chaperones	
COG0678	O	Posttranslational modification, protein turnover, chaperones	
COG0691	O	Posttranslational modification, protein turnover, chaperones	
COG0694	O	Posttranslational modification, protein turnover, chaperones	
COG0695	O	Posttranslational modification, protein turnover, chaperones	
COG0705	O	Posttranslational modification, protein turnover, chaperones	
COG0719	O	Posttranslational modification, protein turnover, chaperones	
COG0740	O	Posttranslational modification, protein turnover, chaperones	
COG0750	O	Posttranslational modification, protein turnover, chaperones	
COG0755	O	Posttranslational modification, protein turnover, chaperones	
COG0760	O	Posttranslational modification, protein turnover, chaperones	
COG0785	O	Posttranslational modification, protein turnover, chaperones	
COG0793	O	Posttranslational modification, protein turnover, chaperones	
COG0822	O	Posttranslational modification, protein turnover, chaperones	
COG0826	O	Posttranslational modification, protein turnover, chaperones	
COG0829	O	Posttranslational modification, protein turnover, chaperones	
COG0830	O	Posttranslational modification, protein turnover, chaperones	
COG0846	O	Posttranslational modification, protein turnover, chaperones	
COG1025	O	Posttranslational modification, protein turnover, chaperones	
COG1026	O	Posttranslational modification, protein turnover, chaperones	
COG1030	O	Posttranslational modification, protein turnover, chaperones	
COG1047	O	Posttranslational modification, protein turnover, chaperones	
COG1066	O	Posttranslational modification, protein turnover, chaperones	
COG1067	O	Posttranslational modification, protein turnover, chaperones	
COG1076	O	Posttranslational modification, protein turnover, chaperones	
COG1086	O	Posttranslational modification, protein turnover, chaperones	
COG1123	O	Posttranslational modification, protein turnover, chaperones	
COG1138	O	Posttranslational modification, protein turnover, chaperones	
COG1180	O	Posttranslational modification, protein turnover, chaperones	
COG1219	O	Posttranslational modification, protein turnover, chaperones	
COG1220	O	Posttranslational modification, protein turnover, chaperones	
COG1222	O	Posttranslational modification, protein turnover, chaperones	
COG1225	O	Posttranslational modification, protein turnover, chaperones	
COG1262	O	Posttranslational modification, protein turnover, chaperones	
COG1266	O	Posttranslational modification, protein turnover, chaperones	
COG1277	O	Posttranslational modification, protein turnover, chaperones	
COG1281	O	Posttranslational modification, protein turnover, chaperones	
COG1287	O	Posttranslational modification, protein turnover, chaperones	
COG1305	O	Posttranslational modification, protein turnover, chaperones	
COG1310	O	Posttranslational modification, protein turnover, chaperones	
COG1333	O	Posttranslational modification, protein turnover, chaperones	
COG1382	O	Posttranslational modification, protein turnover, chaperones	
COG1391	O	Posttranslational modification, protein turnover, chaperones	
COG1397	O	Posttranslational modification, protein turnover, chaperones	
COG1404	O	Posttranslational modification, protein turnover, chaperones	
COG1433	O	Posttranslational modification, protein turnover, chaperones	
COG1495	O	Posttranslational modification, protein turnover, chaperones	
COG1572	O	Posttranslational modification, protein turnover, chaperones	
COG1585	O	Posttranslational modification, protein turnover, chaperones	
COG1651	O	Posttranslational modification, protein turnover, chaperones	
COG1670	O	Posttranslational modification, protein turnover, chaperones	
COG1703	O	Posttranslational modification, protein turnover, chaperones	
COG1730	O	Posttranslational modification, protein turnover, chaperones	
COG1858	O	Posttranslational modification, protein turnover, chaperones	
COG1899	O	Posttranslational modification, protein turnover, chaperones	
COG1928	O	Posttranslational modification, protein turnover, chaperones	
COG1973	O	Posttranslational modification, protein turnover, chaperones	
COG1975	O	Posttranslational modification, protein turnover, chaperones	
COG1994	O	Posttranslational modification, protein turnover, chaperones	
COG1999	O	Posttranslational modification, protein turnover, chaperones	
COG2020	O	Posttranslational modification, protein turnover, chaperones	
COG2039	O	Posttranslational modification, protein turnover, chaperones	
COG2077	O	Posttranslational modification, protein turnover, chaperones	
COG2127	O	Posttranslational modification, protein turnover, chaperones	
COG2135	O	Posttranslational modification, protein turnover, chaperones	
COG2137	O	Posttranslational modification, protein turnover, chaperones	
COG2143	O	Posttranslational modification, protein turnover, chaperones	
COG2151	O	Posttranslational modification, protein turnover, chaperones	
COG2166	O	Posttranslational modification, protein turnover, chaperones	
COG2168	O	Posttranslational modification, protein turnover, chaperones	
COG2170	O	Posttranslational modification, protein turnover, chaperones	
COG2180	O	Posttranslational modification, protein turnover, chaperones	
COG2234	O	Posttranslational modification, protein turnover, chaperones	
COG2332	O	Posttranslational modification, protein turnover, chaperones	
COG2360	O	Posttranslational modification, protein turnover, chaperones	
COG2370	O	Posttranslational modification, protein turnover, chaperones	
COG2371	O	Posttranslational modification, protein turnover, chaperones	
COG2386	O	Posttranslational modification, protein turnover, chaperones	
COG2518	O	Posttranslational modification, protein turnover, chaperones	
COG2738	O	Posttranslational modification, protein turnover, chaperones	
COG2761	O	Posttranslational modification, protein turnover, chaperones	
COG2825	O	Posttranslational modification, protein turnover, chaperones	
COG2844	O	Posttranslational modification, protein turnover, chaperones	
COG2846	O	Posttranslational modification, protein turnover, chaperones	
COG2924	O	Posttranslational modification, protein turnover, chaperones	
COG2935	O	Posttranslational modification, protein turnover, chaperones	
COG2938	O	Posttranslational modification, protein turnover, chaperones	
COG2975	O	Posttranslational modification, protein turnover, chaperones	
COG2994	O	Posttranslational modification, protein turnover, chaperones	
COG2999	O	Posttranslational modification, protein turnover, chaperones	
COG3058	O	Posttranslational modification, protein turnover, chaperones	
COG3062	O	Posttranslational modification, protein turnover, chaperones	
COG3088	O	Posttranslational modification, protein turnover, chaperones	
COG3118	O	Posttranslational modification, protein turnover, chaperones	
COG3175	O	Posttranslational modification, protein turnover, chaperones	
COG3187	O	Posttranslational modification, protein turnover, chaperones	
COG3227	O	Posttranslational modification, protein turnover, chaperones	
COG3236	O	Posttranslational modification, protein turnover, chaperones	
COG3336	O	Posttranslational modification, protein turnover, chaperones	
COG3346	O	Posttranslational modification, protein turnover, chaperones	
COG3381	O	Posttranslational modification, protein turnover, chaperones	
COG3389	O	Posttranslational modification, protein turnover, chaperones	
COG3484	O	Posttranslational modification, protein turnover, chaperones	
COG3531	O	Posttranslational modification, protein turnover, chaperones	
COG3555	O	Posttranslational modification, protein turnover, chaperones	
COG3590	O	Posttranslational modification, protein turnover, chaperones	
COG3640	O	Posttranslational modification, protein turnover, chaperones	
COG3672	O	Posttranslational modification, protein turnover, chaperones	
COG3678	O	Posttranslational modification, protein turnover, chaperones	
COG3751	O	Posttranslational modification, protein turnover, chaperones	
COG3785	O	Posttranslational modification, protein turnover, chaperones	
COG3823	O	Posttranslational modification, protein turnover, chaperones	
COG3824	O	Posttranslational modification, protein turnover, chaperones	
COG3869	O	Posttranslational modification, protein turnover, chaperones	
COG3880	O	Posttranslational modification, protein turnover, chaperones	
COG3914	O	Posttranslational modification, protein turnover, chaperones	
COG4084	O	Posttranslational modification, protein turnover, chaperones	
COG4133	O	Posttranslational modification, protein turnover, chaperones	
COG4232	O	Posttranslational modification, protein turnover, chaperones	
COG4233	O	Posttranslational modification, protein turnover, chaperones	
COG4235	O	Posttranslational modification, protein turnover, chaperones	
COG4260	O	Posttranslational modification, protein turnover, chaperones	
COG4346	O	Posttranslational modification, protein turnover, chaperones	
COG4412	O	Posttranslational modification, protein turnover, chaperones	
COG4545	O	Posttranslational modification, protein turnover, chaperones	
COG4574	O	Posttranslational modification, protein turnover, chaperones	
COG4826	O	Posttranslational modification, protein turnover, chaperones	
COG4837	O	Posttranslational modification, protein turnover, chaperones	
COG4846	O	Posttranslational modification, protein turnover, chaperones	
COG4870	O	Posttranslational modification, protein turnover, chaperones	
COG4930	O	Posttranslational modification, protein turnover, chaperones	
COG4934	O	Posttranslational modification, protein turnover, chaperones	
COG4935	O	Posttranslational modification, protein turnover, chaperones	
COG4959	O	Posttranslational modification, protein turnover, chaperones	
COG4960	O	Posttranslational modification, protein turnover, chaperones	
COG4987	O	Posttranslational modification, protein turnover, chaperones	
COG4988	O	Posttranslational modification, protein turnover, chaperones	
COG5029	O	Posttranslational modification, protein turnover, chaperones	
COG5044	O	Posttranslational modification, protein turnover, chaperones	
COG5078	O	Posttranslational modification, protein turnover, chaperones	
COG5160	O	Posttranslational modification, protein turnover, chaperones	
COG5183	O	Posttranslational modification, protein turnover, chaperones	
COG5206	O	Posttranslational modification, protein turnover, chaperones	
COG5265	O	Posttranslational modification, protein turnover, chaperones	
COG5272	O	Posttranslational modification, protein turnover, chaperones	
COG5380	O	Posttranslational modification, protein turnover, chaperones	
COG5387	O	Posttranslational modification, protein turnover, chaperones	
COG5405	O	Posttranslational modification, protein turnover, chaperones	
COG5494	O	Posttranslational modification, protein turnover, chaperones	
COG5533	O	Posttranslational modification, protein turnover, chaperones	
COG5549	O	Posttranslational modification, protein turnover, chaperones	
COG5550	O	Posttranslational modification, protein turnover, chaperones	
COG5580	O	Posttranslational modification, protein turnover, chaperones	
COG5640	O	Posttranslational modification, protein turnover, chaperones	
COG5661	O	Posttranslational modification, protein turnover, chaperones	
COG5664	O	Posttranslational modification, protein turnover, chaperones	
COG0003	P	Inorganic ion transport and metabolism	
COG0004	P	Inorganic ion transport and metabolism	
COG0025	P	Inorganic ion transport and metabolism	
COG0038	P	Inorganic ion transport and metabolism	
COG0053	P	Inorganic ion transport and metabolism	
COG0155	P	Inorganic ion transport and metabolism	
COG0168	P	Inorganic ion transport and metabolism	
COG0221	P	Inorganic ion transport and metabolism	
COG0226	P	Inorganic ion transport and metabolism	
COG0239	P	Inorganic ion transport and metabolism	
COG0248	P	Inorganic ion transport and metabolism	
COG0288	P	Inorganic ion transport and metabolism	
COG0306	P	Inorganic ion transport and metabolism	
COG0310	P	Inorganic ion transport and metabolism	
COG0369	P	Inorganic ion transport and metabolism	
COG0370	P	Inorganic ion transport and metabolism	
COG0376	P	Inorganic ion transport and metabolism	
COG0387	P	Inorganic ion transport and metabolism	
COG0390	P	Inorganic ion transport and metabolism	
COG0428	P	Inorganic ion transport and metabolism	
COG0444	P	Inorganic ion transport and metabolism	
COG0474	P	Inorganic ion transport and metabolism	
COG0475	P	Inorganic ion transport and metabolism	
COG0477	P	Inorganic ion transport and metabolism	
COG0490	P	Inorganic ion transport and metabolism	
COG0529	P	Inorganic ion transport and metabolism	
COG0530	P	Inorganic ion transport and metabolism	
COG0555	P	Inorganic ion transport and metabolism	
COG0569	P	Inorganic ion transport and metabolism	
COG0573	P	Inorganic ion transport and metabolism	
COG0581	P	Inorganic ion transport and metabolism	
COG0598	P	Inorganic ion transport and metabolism	
COG0600	P	Inorganic ion transport and metabolism	
COG0601	P	Inorganic ion transport and metabolism	
COG0605	P	Inorganic ion transport and metabolism	
COG0607	P	Inorganic ion transport and metabolism	
COG0609	P	Inorganic ion transport and metabolism	
COG0614	P	Inorganic ion transport and metabolism	
COG0651	P	Inorganic ion transport and metabolism	
COG0659	P	Inorganic ion transport and metabolism	
COG0672	P	Inorganic ion transport and metabolism	
COG0704	P	Inorganic ion transport and metabolism	
COG0715	P	Inorganic ion transport and metabolism	
COG0725	P	Inorganic ion transport and metabolism	
COG0735	P	Inorganic ion transport and metabolism	
COG0748	P	Inorganic ion transport and metabolism	
COG0753	P	Inorganic ion transport and metabolism	
COG0783	P	Inorganic ion transport and metabolism	
COG0798	P	Inorganic ion transport and metabolism	
COG0803	P	Inorganic ion transport and metabolism	
COG0855	P	Inorganic ion transport and metabolism	
COG0861	P	Inorganic ion transport and metabolism	
COG1006	P	Inorganic ion transport and metabolism	
COG1009	P	Inorganic ion transport and metabolism	
COG1055	P	Inorganic ion transport and metabolism	
COG1108	P	Inorganic ion transport and metabolism	
COG1116	P	Inorganic ion transport and metabolism	
COG1117	P	Inorganic ion transport and metabolism	
COG1118	P	Inorganic ion transport and metabolism	
COG1119	P	Inorganic ion transport and metabolism	
COG1120	P	Inorganic ion transport and metabolism	
COG1121	P	Inorganic ion transport and metabolism	
COG1122	P	Inorganic ion transport and metabolism	
COG1124	P	Inorganic ion transport and metabolism	
COG1140	P	Inorganic ion transport and metabolism	
COG1151	P	Inorganic ion transport and metabolism	
COG1173	P	Inorganic ion transport and metabolism	
COG1178	P	Inorganic ion transport and metabolism	
COG1218	P	Inorganic ion transport and metabolism	
COG1226	P	Inorganic ion transport and metabolism	
COG1227	P	Inorganic ion transport and metabolism	
COG1230	P	Inorganic ion transport and metabolism	
COG1235	P	Inorganic ion transport and metabolism	
COG1276	P	Inorganic ion transport and metabolism	
COG1283	P	Inorganic ion transport and metabolism	
COG1320	P	Inorganic ion transport and metabolism	
COG1324	P	Inorganic ion transport and metabolism	
COG1348	P	Inorganic ion transport and metabolism	
COG1393	P	Inorganic ion transport and metabolism	
COG1416	P	Inorganic ion transport and metabolism	
COG1464	P	Inorganic ion transport and metabolism	
COG1496	P	Inorganic ion transport and metabolism	
COG1513	P	Inorganic ion transport and metabolism	
COG1528	P	Inorganic ion transport and metabolism	
COG1553	P	Inorganic ion transport and metabolism	
COG1613	P	Inorganic ion transport and metabolism	
COG1629	P	Inorganic ion transport and metabolism	
COG1633	P	Inorganic ion transport and metabolism	
COG1668	P	Inorganic ion transport and metabolism	
COG1785	P	Inorganic ion transport and metabolism	
COG1814	P	Inorganic ion transport and metabolism	
COG1824	P	Inorganic ion transport and metabolism	
COG1840	P	Inorganic ion transport and metabolism	
COG1863	P	Inorganic ion transport and metabolism	
COG1910	P	Inorganic ion transport and metabolism	
COG1914	P	Inorganic ion transport and metabolism	
COG1918	P	Inorganic ion transport and metabolism	
COG1930	P	Inorganic ion transport and metabolism	
COG1965	P	Inorganic ion transport and metabolism	
COG1971	P	Inorganic ion transport and metabolism	
COG2032	P	Inorganic ion transport and metabolism	
COG2046	P	Inorganic ion transport and metabolism	
COG2059	P	Inorganic ion transport and metabolism	
COG2060	P	Inorganic ion transport and metabolism	
COG2072	P	Inorganic ion transport and metabolism	
COG2111	P	Inorganic ion transport and metabolism	
COG2116	P	Inorganic ion transport and metabolism	
COG2128	P	Inorganic ion transport and metabolism	
COG2132	P	Inorganic ion transport and metabolism	
COG2146	P	Inorganic ion transport and metabolism	
COG2156	P	Inorganic ion transport and metabolism	
COG2180	P	Inorganic ion transport and metabolism	
COG2181	P	Inorganic ion transport and metabolism	
COG2193	P	Inorganic ion transport and metabolism	
COG2212	P	Inorganic ion transport and metabolism	
COG2215	P	Inorganic ion transport and metabolism	
COG2216	P	Inorganic ion transport and metabolism	
COG2217	P	Inorganic ion transport and metabolism	
COG2221	P	Inorganic ion transport and metabolism	
COG2223	P	Inorganic ion transport and metabolism	
COG2239	P	Inorganic ion transport and metabolism	
COG2346	P	Inorganic ion transport and metabolism	
COG2372	P	Inorganic ion transport and metabolism	
COG2375	P	Inorganic ion transport and metabolism	
COG2382	P	Inorganic ion transport and metabolism	
COG2608	P	Inorganic ion transport and metabolism	
COG2710	P	Inorganic ion transport and metabolism	
COG2807	P	Inorganic ion transport and metabolism	
COG2822	P	Inorganic ion transport and metabolism	
COG2836	P	Inorganic ion transport and metabolism	
COG2837	P	Inorganic ion transport and metabolism	
COG2847	P	Inorganic ion transport and metabolism	
COG2895	P	Inorganic ion transport and metabolism	
COG2897	P	Inorganic ion transport and metabolism	
COG2906	P	Inorganic ion transport and metabolism	
COG2920	P	Inorganic ion transport and metabolism	
COG2923	P	Inorganic ion transport and metabolism	
COG2924	P	Inorganic ion transport and metabolism	
COG2967	P	Inorganic ion transport and metabolism	
COG2998	P	Inorganic ion transport and metabolism	
COG3004	P	Inorganic ion transport and metabolism	
COG3022	P	Inorganic ion transport and metabolism	
COG3025	P	Inorganic ion transport and metabolism	
COG3043	P	Inorganic ion transport and metabolism	
COG3067	P	Inorganic ion transport and metabolism	
COG3119	P	Inorganic ion transport and metabolism	
COG3142	P	Inorganic ion transport and metabolism	
COG3158	P	Inorganic ion transport and metabolism	
COG3197	P	Inorganic ion transport and metabolism	
COG3221	P	Inorganic ion transport and metabolism	
COG3230	P	Inorganic ion transport and metabolism	
COG3253	P	Inorganic ion transport and metabolism	
COG3256	P	Inorganic ion transport and metabolism	
COG3263	P	Inorganic ion transport and metabolism	
COG3301	P	Inorganic ion transport and metabolism	
COG3303	P	Inorganic ion transport and metabolism	
COG3338	P	Inorganic ion transport and metabolism	
COG3376	P	Inorganic ion transport and metabolism	
COG3420	P	Inorganic ion transport and metabolism	
COG3443	P	Inorganic ion transport and metabolism	
COG3454	P	Inorganic ion transport and metabolism	
COG3540	P	Inorganic ion transport and metabolism	
COG3546	P	Inorganic ion transport and metabolism	
COG3624	P	Inorganic ion transport and metabolism	
COG3625	P	Inorganic ion transport and metabolism	
COG3626	P	Inorganic ion transport and metabolism	
COG3627	P	Inorganic ion transport and metabolism	
COG3638	P	Inorganic ion transport and metabolism	
COG3639	P	Inorganic ion transport and metabolism	
COG3667	P	Inorganic ion transport and metabolism	
COG3685	P	Inorganic ion transport and metabolism	
COG3696	P	Inorganic ion transport and metabolism	
COG3700	P	Inorganic ion transport and metabolism	
COG3703	P	Inorganic ion transport and metabolism	
COG3712	P	Inorganic ion transport and metabolism	
COG3720	P	Inorganic ion transport and metabolism	
COG3721	P	Inorganic ion transport and metabolism	
COG3746	P	Inorganic ion transport and metabolism	
COG3781	P	Inorganic ion transport and metabolism	
COG3793	P	Inorganic ion transport and metabolism	
COG3965	P	Inorganic ion transport and metabolism	
COG4097	P	Inorganic ion transport and metabolism	
COG4100	P	Inorganic ion transport and metabolism	
COG4107	P	Inorganic ion transport and metabolism	
COG4114	P	Inorganic ion transport and metabolism	
COG4117	P	Inorganic ion transport and metabolism	
COG4148	P	Inorganic ion transport and metabolism	
COG4149	P	Inorganic ion transport and metabolism	
COG4150	P	Inorganic ion transport and metabolism	
COG4208	P	Inorganic ion transport and metabolism	
COG4263	P	Inorganic ion transport and metabolism	
COG4264	P	Inorganic ion transport and metabolism	
COG4300	P	Inorganic ion transport and metabolism	
COG4314	P	Inorganic ion transport and metabolism	
COG4362	P	Inorganic ion transport and metabolism	
COG4521	P	Inorganic ion transport and metabolism	
COG4525	P	Inorganic ion transport and metabolism	
COG4531	P	Inorganic ion transport and metabolism	
COG4535	P	Inorganic ion transport and metabolism	
COG4536	P	Inorganic ion transport and metabolism	
COG4548	P	Inorganic ion transport and metabolism	
COG4555	P	Inorganic ion transport and metabolism	
COG4558	P	Inorganic ion transport and metabolism	
COG4559	P	Inorganic ion transport and metabolism	
COG4572	P	Inorganic ion transport and metabolism	
COG4592	P	Inorganic ion transport and metabolism	
COG4594	P	Inorganic ion transport and metabolism	
COG4604	P	Inorganic ion transport and metabolism	
COG4605	P	Inorganic ion transport and metabolism	
COG4606	P	Inorganic ion transport and metabolism	
COG4607	P	Inorganic ion transport and metabolism	
COG4615	P	Inorganic ion transport and metabolism	
COG4619	P	Inorganic ion transport and metabolism	
COG4638	P	Inorganic ion transport and metabolism	
COG4651	P	Inorganic ion transport and metabolism	
COG4662	P	Inorganic ion transport and metabolism	
COG4693	P	Inorganic ion transport and metabolism	
COG4771	P	Inorganic ion transport and metabolism	
COG4772	P	Inorganic ion transport and metabolism	
COG4773	P	Inorganic ion transport and metabolism	
COG4774	P	Inorganic ion transport and metabolism	
COG4778	P	Inorganic ion transport and metabolism	
COG4779	P	Inorganic ion transport and metabolism	
COG4985	P	Inorganic ion transport and metabolism	
COG4986	P	Inorganic ion transport and metabolism	
COG5013	P	Inorganic ion transport and metabolism	
COG5036	P	Inorganic ion transport and metabolism	
COG5386	P	Inorganic ion transport and metabolism	
COG5455	P	Inorganic ion transport and metabolism	
COG5456	P	Inorganic ion transport and metabolism	
COG5478	P	Inorganic ion transport and metabolism	
COG5569	P	Inorganic ion transport and metabolism	
COG0123	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0145	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0146	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0179	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0236	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0304	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0318	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0346	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0412	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0424	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0500	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG0656	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1020	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1021	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1169	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1228	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1233	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1402	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1535	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1647	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1775	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG1942	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG2015	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG2050	Q	Secondary metabolites biosynthesis, transport and catabolism	
COG2124	Q	Secondary metabolites biosynthesis, transport and catabolism	
