COG ID	COG Name	Isolate Genome Count	Metagenome Count	
COG2245	Uncharacterized membrane protein	263	3478	
COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	30143	6791	
COG2247	Putative cell wall-binding domain	651	4797	
COG2248	Predicted hydrolase, metallo-beta-lactamase superfamily	468	4082	
COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)	25000	6450	
COG2250	HEPN domain	2710	5545	
COG2251	Predicted nuclease, RecB family	5080	6209	
COG2252	Xanthine/uracil/vitamin C permease, AzgA family	38046	6924	
COG2253	Predicted nucleotidyltransferase component of viral defense system	6278	5806	
COG2254	CRISPR/Cas system-associated endonuclease Cas3-HD	127	4317	
COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	47903	7243	
COG2256	Replication-associated recombination protein RarA (DNA-dependent ATPase)	46113	7270	
COG2257	Type III secretion system substrate exporter, FlhB-like	8631	5733	
COG2258	Uncharacterized conserved protein YiiM, contains MOSC domain	26286	6634	
COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	35562	7067	
COG2260	rRNA maturation protein Nop10, contains Zn-ribbon domain	839	3944	
COG2261	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	33649	6366	
COG2262	50S ribosomal subunit-associated GTPase HflX	44887	7405	
COG2263	Predicted RNA methylase	981	6329	
COG2264	Ribosomal protein L11 methylase PrmA	38470	7200	
COG2265	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	45107	7326	
COG2266	GTP:adenosylcobinamide-phosphate guanylyltransferase	813	4744	
COG2267	Lysophospholipase, alpha-beta hydrolase superfamily	38329	7229	
COG2268	Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain	14276	6772	
COG2269	Elongation factor P--beta-lysine ligase (EF-P beta-lysylation pathway)	15981	6145	
COG2270	MFS-type transporter involved in bile tolerance, Atg22 family	18308	7025	
COG2271	Sugar phosphate permease	40008	7146	
COG2272	Carboxylesterase type B	16972	6582	
COG2273	Beta-glucanase, GH16 family	5911	6574	
COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	23974	7368	
COG2301	Citrate lyase beta subunit	24566	6987	
COG2302	RNA-binding protein YlmH, contains S4-like domain	13974	5513	
COG2303	Choline dehydrogenase or related flavoprotein	28712	6734	
COG2304	Secreted protein containing bacterial Ig-like domain and vWFA domain	8331	6215	
COG2306	Predicted RNA-binding protein, associated with RNAse of E/G family	9890	4685	
COG2307	Uncharacterized conserved protein, Alpha-E superfamily	11555	5742	
COG2308	Uncharacterized conserved protein, circularly permuted ATPgrasp superfamily	13524	6077	
COG2309	Leucyl aminopeptidase (aminopeptidase T)	15293	6686	
COG2310	Stress response protein SCP2	5155	5687	
COG2311	Uncharacterized membrane protein YeiB	14254	5857	
COG2312	Erythromycin esterase homolog	6213	5525	
COG2313	Pseudouridine-5'-phosphate glycosidase (pseudoU degradation)	13461	6180	
COG2314	Uncharacterized membrane protein YozV, TM2 domain	7006	6205	
COG2315	Predicted DNA-binding protein with ?double-wing? structural motif, MmcQ/YjbR family	22741	5999	
COG2316	Predicted hydrolase, HD superfamily	3089	5903	
COG2317	Zn-dependent carboxypeptidase, M32 family	10414	6608	
COG2318	Uncharacterized damage-inducible protein DinB (forms a four-helix bundle)	8850	6033	
COG2319	WD40 repeat	4466	6893	
COG2320	GrpB domain, predicted nucleotidyltransferase, UPF0157 family	13302	5597	
COG2321	Predicted metalloprotease	21781	6062	
COG2322	Uncharacterized membrane protein YozB, DUF420 family	9370	5504	
COG2323	Uncharacterized membrane protein YcaP, DUF421 family	14958	5889	
COG2324	Uncharacterized membrane protein	1157	5308	
COG2326	Polyphosphate kinase 2, PPK2 family	21938	6890	
COG2327	Polysaccharide pyruvyl transferase family protein WcaK	11678	6301	
COG2329	Heme-degrading monooxygenase HmoA and related ABM domain proteins	21174	6563	
COG2331	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	10844	6508	
COG2332	Cytochrome c-type biogenesis protein CcmE	18134	6709	
COG2333	Metal-dependent hydrolase, beta-lactamase superfamily II	35909	6787	
COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	25354	6772	
COG2335	Uncaracterized surface protein containing fasciclin (FAS1) repeats	9210	6565	
COG2336	Antitoxin component of the MazEF toxin-antitoxin module	9219	6347	
COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	23744	6730	
COG2339	Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family	13112	5984	
COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	17550	6834	
COG2342	Endo alpha-1,4 polygalactosaminidase, GH114 family (was erroneously annotated as Cys-tRNA synthetase)	471	4793	
COG2343	Uncharacterized conserved protein, DUF427 family	7573	5596	
COG2344	NADH/NAD ratio-sensing transcriptional regulator Rex	16401	6351	
COG2345	Predicted transcriptional regulator, ArsR family	10945	6800	
COG2346	Truncated hemoglobin YjbI	21122	6341	
COG2348	Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme)	11762	6414	
COG2350	Uncharacterized conserved protein YciI, contains a putative active-site phosphohistidine	24791	6532	
COG2351	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	17470	5869	
COG2352	Phosphoenolpyruvate carboxylase	24829	6794	
COG2353	Polyisoprenoid-binding periplasmic protein YceI	32770	6823	
COG2354	Uncharacterized membrane protein MutK, may be involved in DNA repair	19603	5493	
COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	15349	6715	
COG2356	Endonuclease I	14501	5628	
COG2357	ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase)	17940	5825	
COG2358	TRAP-type uncharacterized transport system, periplasmic component	9524	6541	
COG2359	Stage V sporulation protein SpoVS  (function unknown)	3256	4886	
COG2360	Leu/Phe-tRNA-protein transferase	23226	6590	
COG2361	Uncharacterized conserved protein, contains HEPN domain	4490	6277	
COG2362	D-aminopeptidase	4300	5467	
COG2363	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	26494	6031	
COG2364	Uncharacterized membrane protein YczE	8792	5529	
COG2365	Protein tyrosine/serine phosphatase	12653	6286	
COG2366	Acyl-homoserine lactone (AHL) acylase PvdQ	10940	6571	
COG2367	Beta-lactamase class A	22434	6405	
COG2368	Aromatic ring hydroxylase	9936	6254	
COG2369	Uncharacterized conserved protein, contains phage Mu gpF-like domain	1475	5520	
COG2370	Hydrogenase/urease accessory protein HupE	6006	5275	
COG2371	Urease accessory protein UreE	16988	5842	
COG2372	Copper-binding protein CopC (methionine-rich)	15150	5905	
COG2373	Uncharacterized conserved protein YfaS, alpha-2-macroglobulin family	15870	6848	
COG2374	Predicted extracellular nuclease	8901	6534	
COG2375	NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains	20286	5226	
COG2376	Dihydroxyacetone kinase	21509	6784	
COG2377	1,6-Anhydro-N-acetylmuramate kinase	23374	6824	
COG2378	Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains	32139	6890	
COG2379	Glycerate-2-kinase	7329	6361	
COG2380	Uncharacterized protein	410	4102	
COG2382	Enterochelin esterase or related enzyme	22155	6565	
COG2383	Uncharacterized membrane protein, Fun14 family	455	3981	
COG2384	tRNA A22 N-methylase	15540	5061	
COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	4027	6176	
COG2386	ABC-type transport system involved in cytochrome c biogenesis, permease component	18053	6527	
COG2388	Predicted acetyltransferase, GNAT superfamily	25542	6237	
COG2389	Uncharacterized metal-binding protein	1050	3686	
COG2390	DNA-binding transcriptional regulator LsrR, DeoR family	25881	6816	
COG2391	Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains	23850	6222	
COG2401	ABC-type ATPase fused to a predicted acetyltransferase domain	76	5126	
COG2402	Predicted nucleic acid-binding protein, contains PIN domain	4452	5444	
COG2403	Predicted GTPase	895	5440	
COG2404	Oligoribonuclease NrnB or cAMP/cGMP phosphodiesterase, DHH superfamily	3103	5416	
COG2405	Predicted nucleic acid-binding protein, contains PIN domain	2045	5709	
COG2406	Protein distantly related to bacterial ferritins	1022	5178	
COG2407	L-fucose isomerase or related protein	10801	6219	
COG2409	Uncharacterized membrane protein YdfJ, MMPL/SSD domain	13260	6480	
COG2410	Predicted nuclease (RNAse H fold)	537	3986	
COG2411	Uncharacterized protein	131	4735	
COG2412	Uncharacterized protein	825	3675	
COG2413	Predicted nucleotidyltransferase	259	3996	
COG2414	Aldehyde:ferredoxin oxidoreductase	5748	6337	
COG2419	Trm5-related predicted tRNA methylase	203	3582	
COG2421	Acetamidase/formamidase	7875	6405	
COG2423	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	18629	6840	
COG2425	Uncharacterized protein, contains a von Willebrand factor type A (vWA) domain	10235	6541	
COG2426	Uncharacterized membrane protein	2727	4372	
COG2427	Uncharacterized conserved protein YjgD, DUF1641 family	7726	3597	
COG2428	Rps3 or RNA methylase involved in ribosome biogenesis, SPOUT family,	163	3249	
COG2429	Archaeal GTP cyclohydrolase III	566	4170	
COG2430	Uncharacterized protein	262	3509	
COG2431	Uncharacterized membrane protein YbjE, DUF340 family	12098	4567	
COG2433	Possible nuclease of RNase H fold, RuvC/YqgF family	613	6686	
COG2440	Ferredoxin-like protein FixX	7795	6372	
COG2441	Predicted butyrate kinase, DUF1464 family	235	4041	
COG2442	Uncharacterized conserved protein, DUF433 family	5292	5820	
COG2443	Preprotein translocase subunit Sss1	1015	4487	
COG2445	Uncharacterized conserved protein YutE, UPF0331/DUF86 family	9245	5345	
COG2450	Predicted archaeal cell division protein, SepF homolog, DUF552 family	601	3827	
COG2451	Ribosomal protein L35AE/L33A	344	4238	
COG2452	Predicted site-specific integrase-resolvase	3748	6879	
COG2453	Protein-tyrosine phosphatase	3592	6298	
COG2454	Uncharacterized protein	730	4073	
COG2456	Uncharacterized protein	3720	4790	
COG2457	Uncharacterized protein	1250	4661	
COG2461	Uncharacterized conserved protein, DUF438 domain, may contain hemerythrin domain	3283	5652	
COG2469	Uncharacterized protein, contains HTH domain	283	2900	
COG2501	Ribosome-associated protein YbcJ, S4-like RNA binding protein	28134	5897	
COG2502	Asparagine synthetase A	14197	5666	
COG2503	Predicted secreted acid phosphatase	9935	5615	
COG2508	DNA-binding transcriptional regulator, PucR family	8813	5578	
COG2509	Uncharacterized FAD-dependent dehydrogenase	10204	6539	
COG2510	Uncharacterized membrane protein	20783	6744	
COG2511	Archaeal Glu-tRNAGln amidotransferase subunit E, contains GAD domain	1057	5733	
COG2512	Uncharacterized membrane protein	463	6129	
COG2513	2-Methylisocitrate lyase and related enzymes, PEP mutase family	25490	6864	
COG2514	Catechol-2,3-dioxygenase	15509	6747	
COG2515	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family	20030	6413	
COG2516	Biotin synthase-related protein, radical SAM superfamily	2082	5211	
COG2517	Predicted RNA-binding protein, contains C-terminal EMAP domain	109	4049	
COG2518	Protein-L-isoaspartate O-methyltransferase	25457	7036	
COG2519	tRNA A58 N-methylase Trm61	7359	6634	
COG2520	tRNA G37 N-methylase Trm5	1210	5784	
COG2521	Predicted archaeal methyltransferase	908	5400	
COG2522	Predicted transcriptional regulator	725	5668	
COG2524	Predicted transcriptional regulator, contains C-terminal CBS domains	457	6833	
COG2602	Beta-lactamase class D	7529	5242	
COG2603	tRNA 2-selenouridine synthase SelU, contains rhodanese domain	13317	5846	
COG2604	Uncharacterized conserved protein	2708	5644	
COG2605	Predicted kinase related to galactokinase and mevalonate kinase	5730	6468	
COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	37425	6995	
COG2607	Predicted ATPase, AAA+ superfamily	10207	6484	
COG2608	Copper chaperone CopZ	31736	7265	
COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	24377	6886	
COG2610	H+/gluconate symporter or related permease	29484	6385	
COG2703	Hemerythrin	6236	5942	
COG2704	Anaerobic C4-dicarboxylate transporter	13311	5442	
COG2706	6-phosphogluconolactonase, cycloisomerase 2 family	27138	6832	
COG2707	Uncharacterized membrane protein, DUF441 family	13435	3296	
COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	3287	5925	
COG2715	Spore maturation protein SpmA (function unknown)	7438	5731	
COG2716	Glycine cleavage system regulatory protein	13731	5946	
COG2717	Periplasmic DMSO/TMAO reductase YedYZ, heme-binding membrane subunit	15950	5929	
COG2718	Uncharacterized conserved protein YeaH/YhbH, required for sporulation, DUF444 family	16688	6164	
COG2719	Stage V sporulation protein SpoVR/YcgB, involved in spore cortex formation (function unknown)	16662	6115	
COG2720	Vancomycin resistance protein YoaR (function unknown), contains peptidoglycan-binding and VanW domains	5654	5822	
COG2721	Altronate dehydratase	16755	6637	
COG2723	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	28448	6977	
COG2730	Aryl-phospho-beta-D-glucosidase BglC, GH1 family	4722	6520	
COG2731	Beta-galactosidase, beta subunit	14402	5377	
COG2732	Barstar, RNAse (barnase) inhibitor	11055	5037	
COG2733	Uncharacterized membrane-anchored protein YjiN, DUF445 family	17343	5958	
COG2738	Zn-dependent membrane protease YugP	12466	6534	
COG2739	Predicted DNA-binding protein YlxM, UPF0122 family	13901	4881	
COG2740	Predicted RNA-binding protein YlxR, DUF448 family	20123	6436	
COG2746	Aminoglycoside N3'-acetyltransferase	4298	5634	
COG2747	Negative regulator of flagellin synthesis (anti-sigma28 factor)	15162	6094	
COG2755	Lysophospholipase L1 or related esterase	41190	7093	
COG2759	Formyltetrahydrofolate synthetase	20286	7116	
COG2761	Predicted dithiol-disulfide isomerase, DsbA family	26249	6870	
COG2764	Uncharacterized conserved protein PhnB, glyoxalase superfamily	30707	6477	
COG2766	Predicted Ser/Thr protein kinase	16750	6268	
COG2768	Uncharacterized Fe-S center protein	2022	6065	
COG2770	HAMP domain	996	5781	
COG2771	DNA-binding transcriptional regulator, CsgD family	15713	6084	
COG2801	Transposase InsO and inactivated derivatives	33027	7191	
COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	14089	5940	
COG2804	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	27801	7364	
COG2805	Tfp pilus assembly protein PilT, pilus retraction ATPase	23480	7149	
COG2807	Cyanate permease	22217	6591	
COG2808	Predicted FMN-binding regulatory protein PaiB	10810	5631	
COG2810	Predicted type IV restriction endonuclease	69	4839	
COG2811	Archaeal/vacuolar-type H+-ATPase subunit H	157	3388	
COG2812	DNA polymerase III, gamma/tau subunits	46444	7426	
COG2813	16S rRNA G1207 methylase RsmC	17362	6668	
COG2814	Predicted arabinose efflux permease, MFS family	48981	7456	
COG2815	PASTA domain, binds beta-lactams	12091	6819	
COG2816	NADH pyrophosphatase NudC, Nudix superfamily	23805	6734	
COG2818	3-methyladenine DNA glycosylase Tag	37719	6716	
COG2819	Predicted hydrolase of the alpha/beta superfamily	13877	6167	
COG2820	Uridine phosphorylase	15874	6644	
COG2821	Membrane-bound lytic murein transglycosylase	17220	6120	
COG2822	Iron uptake system EfeUOB, periplasmic (or lipoprotein) component EfeO/EfeM	14441	4983	
COG2823	Osmotically-inducible protein OsmY, contains BON domain	18686	6754	
COG2824	Uncharacterized Zn-ribbon-containing protein	25233	5798	
COG2825	Periplasmic chaperone for outer membrane proteins, Skp family	22379	6971	
COG2826	Transposase and inactivated derivatives, IS30 family	12895	6999	
COG2827	Predicted endonuclease, GIY-YIG superfamily	32567	6732	
COG2828	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)	14209	6094	
COG2829	Outer membrane phospholipase A	13932	5377	
COG2830	Uncharacterized protein	1922	3915	
COG2831	Hemolysin activation/secretion protein	10621	6561	
COG2832	Uncharacterized membrane protein YbaN, DUF454 family	25590	5988	
COG2833	Uncharacterized conserved protein, contains ferritin-like DUF455 domain	5879	5750	
COG2834	Outer membrane lipoprotein-sorting protein	29044	6964	
COG2835	Uncharacterized conserved protein YbaR, Trm112 family	25287	6730	
COG2836	Sulfite exporter TauE/SafE	10288	5886	
COG2837	Periplasmic deferrochelatase/peroxidase EfeB	27498	6126	
COG2838	Monomeric isocitrate dehydrogenase	13815	6507	
COG2839	Uncharacterized conserved protein YqgC, DUF456 family	11005	5537	
COG2840	DNA-nicking endonuclease, Smr domain	20491	6320	
COG2841	Uncharacterized conserved protein YdcH, DUF465 family	10493	5800	
COG2842	Bacteriophage DNA transposition protein, AAA+ family ATPase	3767	5325	
COG2843	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	10921	6533	
COG2844	UTP:GlnB (protein PII) uridylyltransferase	25457	7023	
COG2845	Uncharacterized protein	2639	5443	
COG2846	Iron-sulfur cluster repair protein YtfE, RIC family, contains ScdAN and hemerythrin domains	16314	6188	
COG2847	Copper(I)-binding protein	11853	6156	
COG2848	Uncharacterized conserved protein, UPF0210 family	6648	5905	
COG2849	Antitoxin component YwqK of the YwqJK toxin-antitoxin module	5722	6251	
COG2850	Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain	16174	6036	
COG2851	Mg2+/citrate symporter	13325	5197	
COG2852	Very-short-patch-repair endonuclease	9246	6535	
COG2853	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, lipoprotein component MlaA	19897	6460	
COG2854	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic MlaC component	20497	6543	
COG2855	Uncharacterized membrane protein YadS	30599	6602	
COG2856	Zn-dependent peptidase ImmA, M78 family	14130	6661	
COG2857	Cytochrome c1	11454	6606	
COG2859	Uncharacterized protein	4501	5671	
COG2860	Uncharacterized membrane protein YeiH	27666	6289	
COG2861	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family	14369	5794	
COG2862	Uncharacterized membrane protein YqhA	15659	5968	
COG2863	Cytochrome c553	11594	6611	
COG2864	Cytochrome b subunit of formate dehydrogenase	15279	6575	
COG2865	Predicted transcriptional regulator, contains HTH domain	7831	6794	
COG2866	Murein tripeptide amidase MpaA	11639	6388	
COG2867	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module	23386	6289	
COG2868	Uncharacterized conserved protein YsxB, DUF464 family	13974	4380	
COG2869	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC	7950	5949	
COG2870	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	15529	7093	
COG2871	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF	8376	6579	
COG2872	Ser-tRNA(Ala) deacylase AlaX (editing enzyme)	9231	6337	
COG2873	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	22865	7082	
COG2874	Archaellum biogenesis protein FlaH, an ATPase	590	4917	
COG2875	Precorrin-4 methylase	17230	6393	
COG2876	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	15959	6843	
COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	25629	7027	
COG2878	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit	16613	6596	
COG2879	Uncharacterized short protein YbdD, DUF466 family	16022	4572	
COG2880	Predicted DNA-binding protein, potential antitoxin AbrB/MazE fold	103	3244	
COG2881	Uncharacterized protein	654	3654	
COG2882	Flagellar biosynthesis chaperone FliJ	16775	5503	
COG2884	ABC-type ATPase involved in cell division	35216	7031	
COG2885	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	29526	7271	
COG2886	Predicted antitoxin, contains HTH domain	590	5057	
COG2887	RecB family exonuclease	6198	6256	
COG2888	Predicted RNA-binding protein involved in translation, contains  Zn-ribbon domain, DUF1610 family	807	4165	
COG2890	Methylase of polypeptide chain release factors	47848	7371	
COG2891	Cell shape-determining protein MreD	28962	6212	
COG2892	tRNA threonylcarbamoyladenosine modification (KEOPS) complex,  Pcc1 subunit	734	3288	
COG2893	Phosphotransferase system, mannose/fructose-specific component IIA	20144	6445	
COG2894	Septum formation inhibitor-activating ATPase MinD	24123	6857	
COG2895	Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family	25663	6762	
COG2896	Molybdenum cofactor biosynthesis enzyme MoaA	37506	7247	
COG2897	3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains	28489	7095	
COG2898	Lysylphosphatidylglycerol synthetase, C-terminal domain, DUF2156 family	17595	6165	
COG2899	Uncharacterized protein	7465	5243	
COG2900	Uncharacterized coiled-coil protein SlyX (sensitive to lysis X)	17802	5626	
COG2901	DNA-binding protein Fis (factor for inversion stimulation)	17400	6316	
COG2902	NAD-specific glutamate dehydrogenase	11891	6603	
COG2904	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, N-terminal domain	14786	5151	
COG2905	Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	6366	7068	
COG2906	Bacterioferritin-associated ferredoxin	16333	5664	
COG2907	Predicted NAD/FAD-binding protein	13309	6046	
COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	23806	6801	
COG2909	ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT	16451	6602	
COG2910	Putative NADH-flavin reductase	14294	6287	
COG2911	Autotransporter translocation and assembly factor TamB	19195	6613	
COG2912	Regulator of sirC expression, contains transglutaminase-like and TPR domains	15090	6260	
COG2913	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex	20418	6500	
COG2914	Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily	17725	5534	
COG2915	Regulator of phage lambda lysogenization HflD, binds to CII and stimulates its degradation	14690	5212	
COG2916	DNA-binding protein H-NS	14538	5804	
COG2917	Intracellular septation protein A	19527	6062	
COG2918	Gamma-glutamylcysteine synthetase	19036	6118	
COG2919	Cell division protein FtsB	39894	6959	
COG2920	Sulfur relay (sulfurtransferase) protein, DsrC/TusE family	15053	5803	
COG2921	Putative lipoic acid-binding regulatory protein	18507	6055	
COG2922	Uncharacterized conserved protein Smg, DUF494 family	12179	5601	
COG2923	Sulfur relay (sulfurtransferase) complex TusC component, DsrF/TusC family	12733	5315	
COG2924	Fe-S cluster biosynthesis and repair protein YggX	18047	6287	
COG2925	Exonuclease I	13984	5971	
COG2926	Uncharacterized conserved protein YeeX, DUF496 family	9931	2413	
COG2927	DNA polymerase III, chi subunit	20303	5954	
COG2928	Uncharacterized membrane protein	8986	6438	
COG2929	Uncharacterized conserved protein, DUF497 family	8038	6284	
COG2930	Lipid-binding SYLF domain	4404	6159	
COG2931	Ca2+-binding protein, RTX toxin-related	4664	5841	
COG2932	Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains	16251	6588	
COG2933	23S rRNA C2498 (ribose-2'-O)-methylase RlmM	12446	5492	
COG2935	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase	12053	5991	
COG2936	Predicted acyl esterase	17715	6798	
COG2937	Glycerol-3-phosphate O-acyltransferase	17168	6172	
COG2938	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	20168	6024	
COG2939	Carboxypeptidase C (cathepsin A)	3988	6054	
COG2940	SET domain-containing protein (function unknown)	50	5962	
COG2941	Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family	7908	5523	
COG2942	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	11825	6228	
COG2943	Membrane glycosyltransferase	12302	5953	
COG2944	DNA-binding transcriptional regulator YiaG, XRE-type HTH domain	12971	6683	
COG2945	Alpha/beta superfamily hydrolase	11698	6625	
COG2946	DNA relaxase NicK	5780	5158	
COG2947	Predicted RNA-binding protein, contains PUA-like domain	15053	6162	
COG2948	Type IV secretory pathway, VirB10 components	6978	5853	
COG2949	Uncharacterized periplasmic protein SanA, affects membrane permeability for vancomycin	13429	5866	
COG2951	Membrane-bound lytic murein transglycosylase B	24359	6575	
COG2952	Uncharacterized protein	1332	4793	
COG2954	CYTH domain, found in class IV adenylate cyclase and various triphosphatases	5612	6060	
COG2956	Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain	15433	6931	
COG2957	Agmatine/peptidylarginine deiminase	13497	6641	
COG2958	Uncharacterized protein	1544	4707	
COG2959	Uncharacterized conserved protein HemX (no evidence of involvement in heme biosynthesis)	15478	6283	
COG2960	Uncharacterized conserved protein YqiC, BMFP domain	17967	5854	
COG2961	23S rRNA A2030 N6-methylase RlmJ	19590	5977	
COG2962	Uncharacterized membrane protein RarD, contains two EamA domains	34450	6552	
COG2963	Transposase and inactivated derivatives	28610	7025	
COG2964	Predicted transcriptional regulator YheO, contains PAS and DNA-binding HTH domains	16846	5629	
COG2965	Primosomal replication protein N	9819	5405	
COG2966	Uncharacterized membrane protein YjjP, DUF1212 family	28349	5939	
COG2967	Uncharacterized protein affecting Mg2+/Co2+ transport	18001	6179	
COG2968	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain	22852	6647	
COG2969	Stringent starvation protein B	17713	5962	
COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase	10351	6603	
COG2972	Sensor histidine kinase YesM	13070	6194	
COG2973	Trp operon repressor	10282	4074	
COG2974	DNA recombination-dependent growth factor C	15139	5698	
COG2975	Fe-S-cluster formation regulator IscX/YfhJ	15505	5852	
COG2976	Putative negative regulator of RcsB-dependent stress response	18437	6724	
COG2977	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)	16515	5284	
COG2978	p-Aminobenzoyl-glutamate transporter AbgT	14000	5704	
COG2979	Uncharacterized membrane protein YebE, DUF533 family	12974	5415	
COG2980	Outer membrane lipoprotein LptE/RlpB (LPS assembly)	17954	5848	
COG2981	Uncharacterized protein involved in cysteine biosynthesis	16224	5917	
COG2982	Uncharacterized protein involved in outer membrane biogenesis	16907	6509	
COG2983	Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family	16701	5665	
COG2984	ABC-type uncharacterized transport system, periplasmic component	12503	6595	
COG2985	Uncharacterized membrane protein YbjL, putative transporter	13533	6128	
COG2986	Histidine ammonia-lyase	25134	6982	
COG2987	Urocanate hydratase	24065	6928	
COG2988	Succinylglutamate desuccinylase	14607	5239	
COG2989	Murein L,D-transpeptidase YcbB/YkuD	13496	6645	
COG2990	Uncharacterized protein VirK/YbjX	10911	4663	
COG2991	Uncharacterized protein	5663	4213	
COG2992	Uncharacterized FlgJ-related protein	9853	5029	
COG2993	Cbb3-type cytochrome oxidase, cytochrome c subunit	9216	6387	
COG2994	ACP:hemolysin acyltransferase (hemolysin-activating protein)	2822	3864	
COG2995	Uncharacterized paraquat-inducible protein A	11411	6384	
COG2996	Predicted RNA-binding protein, contains S1 domains,  virulence factor B family	18759	6104	
COG2998	ABC-type tungstate transport system, permease component	4708	5905	
COG2999	Glutaredoxin 2	8205	4771	
COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	13254	6129	
COG3001	Fructosamine-3-kinase	20630	6225	
COG3002	Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family	8315	5675	
COG3004	Na+/H+ antiporter NhaA	19657	6572	
COG3005	Tetraheme cytochrome c subunit of nitrate or TMAO reductase	12267	6102	
COG3006	Chromosome condensin MukBEF complex, kleisin-like MukF subunit	9793	4436	
COG3007	Trans-2-enoyl-CoA reductase	6451	5715	
COG3008	Paraquat-inducible protein B	15845	5939	
COG3009	Uncharacterized lipoprotein YmbA	15799	5387	
COG3010	Putative N-acetylmannosamine-6-phosphate epimerase	20398	5592	
