"RefSoil ID"	"Phylum"	"Contains.plasmid"	"Elements"	"Gene"	"chromosome"	"plasmid"	"Total"	"Rel"
"RefSoil_38"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_38"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_380"	"Proteobacteria"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_380"	"Proteobacteria"	TRUE	2	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_381"	"Deferribacteres"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_381"	"Deferribacteres"	FALSE	1	"arrA"	1	0	1	0.00108459869848156
"RefSoil_381"	"Deferribacteres"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_382"	"Actinobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_382"	"Actinobacteria"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_382"	"Actinobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_383"	"Proteobacteria"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_384"	"Euryarchaeota"	TRUE	5	"None"	1	4	5	0.00542299349240781
"RefSoil_385"	"Proteobacteria"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_386"	"Cyanobacteria"	TRUE	5	"None"	1	4	5	0.00542299349240781
"RefSoil_387"	"Euryarchaeota"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_388"	"Proteobacteria"	TRUE	5	"acr3"	1	0	1	0.00108459869848156
"RefSoil_388"	"Proteobacteria"	TRUE	5	"arsC_glut"	3	0	3	0.00325379609544469
"RefSoil_389"	"Firmicutes"	TRUE	8	"arsB"	3	0	3	0.00325379609544469
"RefSoil_389"	"Firmicutes"	TRUE	8	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_39"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_390"	"Proteobacteria"	TRUE	2	"acr3"	0	1	1	0.00108459869848156
"RefSoil_391"	"Proteobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_391"	"Proteobacteria"	FALSE	1	"aioA"	1	0	1	0.00108459869848156
"RefSoil_391"	"Proteobacteria"	FALSE	1	"arsC_glut"	3	0	3	0.00325379609544469
"RefSoil_392"	"Firmicutes"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_392"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_393"	"Proteobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_393"	"Proteobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_394"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_395"	"Proteobacteria"	TRUE	2	"aioA"	1	0	1	0.00108459869848156
"RefSoil_395"	"Proteobacteria"	TRUE	2	"arsB"	2	0	2	0.00216919739696312
"RefSoil_395"	"Proteobacteria"	TRUE	2	"arsD"	1	0	1	0.00108459869848156
"RefSoil_396"	"Actinobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_397"	"Proteobacteria"	TRUE	3	"aioA"	1	0	1	0.00108459869848156
"RefSoil_397"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_398"	"Actinobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_398"	"Actinobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_399"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_399"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_4"	"Deinococcus-Thermus"	TRUE	4	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_40"	"Proteobacteria"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_400"	"Firmicutes"	TRUE	2	"acr3"	1	1	2	0.00216919739696312
"RefSoil_400"	"Firmicutes"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_400"	"Firmicutes"	TRUE	2	"arsC_thio"	1	1	2	0.00216919739696312
"RefSoil_401"	"Actinobacteria"	FALSE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_402"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_403"	"Proteobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_403"	"Proteobacteria"	FALSE	1	"aioA"	1	0	1	0.00108459869848156
"RefSoil_404"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_405"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_405"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_406"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_407"	"Proteobacteria"	TRUE	2	"aioA"	0	1	1	0.00108459869848156
"RefSoil_407"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_408"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_408"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_409"	"Chloroflexi"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_409"	"Chloroflexi"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_41"	"Firmicutes"	TRUE	2	"arsD"	1	0	1	0.00108459869848156
"RefSoil_410"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_411"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_411"	"Firmicutes"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_412"	"Spirochaetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_413"	"Spirochaetes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_414"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_414"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_415"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_416"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_416"	"Proteobacteria"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_417"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_417"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_418"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_418"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_419"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_42"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_420"	"Cyanobacteria"	TRUE	7	"acr3"	1	0	1	0.00108459869848156
"RefSoil_421"	"Euryarchaeota"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_421"	"Euryarchaeota"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_422"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_423"	"Firmicutes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_424"	"Firmicutes"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_425"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_425"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_426"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_426"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_426"	"Proteobacteria"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_427"	"Firmicutes"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_428"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_429"	"Proteobacteria"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_43"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_430"	"Fusobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_431"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_431"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_432"	"Proteobacteria"	TRUE	3	"acr3"	2	0	2	0.00216919739696312
"RefSoil_432"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_432"	"Proteobacteria"	TRUE	3	"arsC_glut"	3	0	3	0.00325379609544469
"RefSoil_433"	"Firmicutes"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_434"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_435"	"Euryarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_436"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_436"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_436"	"Actinobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_437"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_438"	"Proteobacteria"	TRUE	3	"arsC_glut"	0	1	1	0.00108459869848156
"RefSoil_439"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_439"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_44"	"Bacteroidetes"	TRUE	2	"acr3"	2	0	2	0.00216919739696312
"RefSoil_44"	"Bacteroidetes"	TRUE	2	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_440"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_440"	"Bacteroidetes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_441"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_441"	"Actinobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_442"	"Proteobacteria"	TRUE	4	"acr3"	0	1	1	0.00108459869848156
"RefSoil_442"	"Proteobacteria"	TRUE	4	"arsC_glut"	2	1	3	0.00325379609544469
"RefSoil_443"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_443"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_444"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_445"	"Firmicutes"	TRUE	5	"None"	1	4	5	0.00542299349240781
"RefSoil_446"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_446"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_446"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_446"	"Proteobacteria"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_447"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_447"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_448"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_449"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_449"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_45"	"Firmicutes"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_45"	"Firmicutes"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_45"	"Firmicutes"	TRUE	2	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_450"	"Deinococcus-Thermus"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_451"	"Crenarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_452"	"Acidobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_452"	"Acidobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_453"	"Proteobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_453"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_453"	"Proteobacteria"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_454"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_454"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_455"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_455"	"Firmicutes"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_455"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_456"	"Proteobacteria"	TRUE	3	"arsB"	0	1	1	0.00108459869848156
"RefSoil_456"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	1	2	0.00216919739696312
"RefSoil_457"	"Proteobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_457"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_458"	"Actinobacteria"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_459"	"Crenarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_46"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_460"	"Deinococcus-Thermus"	TRUE	5	"None"	1	4	5	0.00542299349240781
"RefSoil_461"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_461"	"Bacteroidetes"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_462"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_462"	"Bacteroidetes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_463"	"Euryarchaeota"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_463"	"Euryarchaeota"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_464"	"Proteobacteria"	TRUE	3	"arsB"	1	1	2	0.00216919739696312
"RefSoil_464"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_464"	"Proteobacteria"	TRUE	3	"arsD"	1	0	1	0.00108459869848156
"RefSoil_465"	"Actinobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_465"	"Actinobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_466"	"Crenarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_467"	"Proteobacteria"	TRUE	6	"acr3"	1	0	1	0.00108459869848156
"RefSoil_467"	"Proteobacteria"	TRUE	6	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_468"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_468"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_469"	"Firmicutes"	TRUE	6	"None"	1	5	6	0.00650759219088937
"RefSoil_47"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_47"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_470"	"Firmicutes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_471"	"Proteobacteria"	TRUE	2	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_472"	"Euryarchaeota"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_473"	"Firmicutes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_474"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_474"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_475"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_475"	"Firmicutes"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_476"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_476"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_477"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_477"	"Firmicutes"	FALSE	1	"arsB"	3	0	3	0.00325379609544469
"RefSoil_478"	"Spirochaetes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_479"	"Spirochaetes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_48"	"Cyanobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_480"	"Proteobacteria"	TRUE	4	"acr3"	0	1	1	0.00108459869848156
"RefSoil_480"	"Proteobacteria"	TRUE	4	"arsB"	1	0	1	0.00108459869848156
"RefSoil_480"	"Proteobacteria"	TRUE	4	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_481"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_481"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_481"	"Firmicutes"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_482"	"Proteobacteria"	TRUE	5	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_483"	"Proteobacteria"	TRUE	3	"acr3"	0	1	1	0.00108459869848156
"RefSoil_483"	"Proteobacteria"	TRUE	3	"arsC_glut"	2	1	3	0.00325379609544469
"RefSoil_484"	"Firmicutes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_485"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_485"	"Firmicutes"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_486"	"Actinobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_486"	"Actinobacteria"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_487"	"Actinobacteria"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_488"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_489"	"Euryarchaeota"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_49"	"Proteobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_49"	"Proteobacteria"	TRUE	2	"arsB"	2	0	2	0.00216919739696312
"RefSoil_49"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_49"	"Proteobacteria"	TRUE	2	"arsM"	1	0	1	0.00108459869848156
"RefSoil_490"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_491"	"Actinobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_492"	"Proteobacteria"	TRUE	3	"acr3"	2	1	3	0.00325379609544469
"RefSoil_492"	"Proteobacteria"	TRUE	3	"arsC_glut"	3	1	4	0.00433839479392625
"RefSoil_493"	"Firmicutes"	TRUE	3	"acr3"	0	1	1	0.00108459869848156
"RefSoil_494"	"Firmicutes"	FALSE	1	"arsB"	3	0	3	0.00325379609544469
"RefSoil_494"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_495"	"Proteobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_495"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_496"	"Thermotogae"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_496"	"Thermotogae"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_497"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_497"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_498"	"Proteobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_498"	"Proteobacteria"	TRUE	4	"arsB"	1	0	1	0.00108459869848156
"RefSoil_498"	"Proteobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_499"	"Proteobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_499"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_5"	"Proteobacteria"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_50"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_500"	"Firmicutes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_501"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_501"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_502"	"Bacteroidetes"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_503"	"Euryarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_504"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_504"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_505"	"Proteobacteria"	FALSE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_506"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_507"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_507"	"Proteobacteria"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_508"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_508"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_509"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_509"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_51"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_51"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_510"	"Actinobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_510"	"Actinobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_511"	"Proteobacteria"	TRUE	2	"acr3"	1	1	2	0.00216919739696312
"RefSoil_511"	"Proteobacteria"	TRUE	2	"arsC_glut"	2	1	3	0.00325379609544469
"RefSoil_512"	"Bacteroidetes"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_513"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_513"	"Proteobacteria"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_514"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_514"	"Firmicutes"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_515"	"Acidobacteria"	FALSE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_516"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_517"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_517"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_518"	"Crenarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_519"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_52"	"Spirochaetes"	FALSE	2	"None"	2	0	2	0.00216919739696312
"RefSoil_520"	"Actinobacteria"	TRUE	2	"acr3"	2	0	2	0.00216919739696312
"RefSoil_520"	"Actinobacteria"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_521"	"Actinobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_522"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_522"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_522"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_523"	"Synergistetes"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_523"	"Synergistetes"	TRUE	2	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_525"	"Bacteroidetes"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_526"	"Proteobacteria"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_526"	"Proteobacteria"	TRUE	2	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_527"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_528"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_529"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_529"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_529"	"Actinobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_53"	"Chlamydiae"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_530"	"Bacteroidetes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_531"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_532"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_533"	"Proteobacteria"	TRUE	7	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_534"	"Proteobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_534"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_535"	"Proteobacteria"	TRUE	7	"acr3"	0	1	1	0.00108459869848156
"RefSoil_535"	"Proteobacteria"	TRUE	7	"arsC_glut"	1	1	2	0.00216919739696312
"RefSoil_536"	"Proteobacteria"	TRUE	6	"acr3"	2	0	2	0.00216919739696312
"RefSoil_536"	"Proteobacteria"	TRUE	6	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_537"	"Firmicutes"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
