Gene	Sample	t.name	t.length	q.name	q.length	e.value	score1	bias1	#	of	c.evalue	i.evalue	score2	bias2	from.hmm	to.hmm	from.ali	to.ali	from.env	to.env	acc	NCBI.ID	length	perc.ali
arsC_glut	bacteria.protein.fa	G2583_RS15390	118	arsC_glut	117	8.7e-16	65.8	0	1	1	3.3e-19	9.2e-16	65.7	0	3	110	1	109	1	116	0.86	NC_013941	108	0.923076923076923
arsC_glut	bacteria.protein.fa	FTM_RS02405	117	arsC_glut	117	7.1e-14	59.6	0	1	1	2.8e-17	8e-14	59.5	0	3	114	1	114	1	116	0.95	NC_010677	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FTM_RS02145	115	arsC_glut	117	1.4e-23	90.9	0.2	1	1	5.4e-27	1.5e-23	90.8	0.2	5	116	2	112	1	113	0.97	NC_010677	110	0.94017094017094
arsC_glut	bacteria.protein.fa	FTL_RS03065	115	arsC_glut	117	1.6e-23	90.7	0.2	1	1	6.1e-27	1.7e-23	90.6	0.2	5	116	2	112	1	113	0.97	NC_007880	110	0.94017094017094
arsC_glut	bacteria.protein.fa	FTL_RS01670	117	arsC_glut	117	7.1e-14	59.6	0	1	1	2.8e-17	8e-14	59.5	0	3	114	1	114	1	116	0.95	NC_007880	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FTF_RS08265	121	arsC_glut	117	1.9e-23	90.5	0.2	1	1	7.5e-27	2.1e-23	90.3	0.2	5	116	2	112	1	113	0.97	NC_008245	110	0.94017094017094
arsC_glut	bacteria.protein.fa	FTF_RS04435	117	arsC_glut	117	8.2e-14	59.4	0	1	1	3.3e-17	9.2e-14	59.2	0	3	114	1	114	1	116	0.95	NC_008245	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FPHI_RS09040	139	arsC_glut	117	5.8e-37	134.1	0	1	1	2.4e-40	6.6e-37	133.9	0	3	116	1	114	1	115	0.99	NC_010336	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FPHI_RS06430	115	arsC_glut	117	7.8e-22	85.3	0.3	1	1	3.1e-25	8.7e-22	85.1	0.3	5	116	2	112	1	113	0.98	NC_010336	110	0.94017094017094
arsC_glut	bacteria.protein.fa	FPHI_RS02465	117	arsC_glut	117	1.1e-14	62.2	0	1	1	4.3e-18	1.2e-14	62.1	0	3	114	1	114	1	116	0.95	NC_010336	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FNFX1_RS07325	114	arsC_glut	117	8.5e-23	88.4	0.3	1	1	3.3e-26	9.4e-23	88.2	0.3	5	116	2	111	1	112	0.97	NC_017450	109	0.931623931623932
arsC_glut	bacteria.protein.fa	FNFX1_RS01670	117	arsC_glut	117	2.1e-14	61.3	0	1	1	8.3e-18	2.3e-14	61.2	0	3	114	1	114	1	116	0.95	NC_017450	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FN3523_RS07545	115	arsC_glut	117	4.2e-22	86.2	0.3	1	1	1.6e-25	4.6e-22	86	0.3	5	116	2	112	1	113	0.98	NC_017449	110	0.94017094017094
arsC_glut	bacteria.protein.fa	FN3523_RS01580	117	arsC_glut	117	2.1e-14	61.3	0	1	1	8.3e-18	2.3e-14	61.2	0	3	114	1	114	1	116	0.95	NC_017449	113	0.965811965811966
arsC_glut	bacteria.protein.fa	FJOH_RS24705	114	arsC_glut	117	1.2e-29	110.5	0.1	1	1	4.6e-33	1.3e-29	110.4	0.1	3	116	1	113	1	114	0.97	NC_009441	112	0.957264957264957
arsC_glut	bacteria.protein.fa	FJOH_RS03875	115	arsC_glut	117	1.4e-11	52.2	0	1	1	5.8e-15	1.6e-11	52	0	5	116	3	111	1	112	0.94	NC_009441	108	0.923076923076923
arsC_glut	bacteria.protein.fa	FIC_RS07630	115	arsC_glut	117	3e-23	89.9	0.1	1	1	1.1e-26	3.2e-23	89.7	0.1	3	113	1	110	1	114	0.95	NC_013062	109	0.931623931623932
arsC_glut	bacteria.protein.fa	FE46_RS05815	113	arsC_glut	117	3.8e-31	115.3	0.8	1	1	1.5e-34	4.2e-31	115.2	0.8	3	116	1	113	1	113	0.97	NZ_CP007627	112	0.957264957264957
arsC_glut	bacteria.protein.fa	FCOL_RS06930	113	arsC_glut	117	2.9e-30	112.5	0.6	1	1	1.1e-33	3.2e-30	112.3	0.6	3	116	1	113	1	113	0.98	NC_016510	112	0.957264957264957
arsC_glut	bacteria.protein.fa	FBFL15_RS04800	113	arsC_glut	117	2.6e-26	99.7	1.8	1	1	1e-29	2.9e-26	99.6	1.8	3	116	1	113	1	113	0.96	NC_016001	112	0.957264957264957
arsC_glut	bacteria.protein.fa	FBFL15_RS01340	117	arsC_glut	117	1.3e-12	55.5	0.1	1	1	5.2e-16	1.5e-12	55.4	0.1	5	117	3	113	1	113	0.96	NC_016001	110	0.94017094017094
arsC_glut	bacteria.protein.fa	F750_RS09375	119	arsC_glut	117	1.4e-18	74.8	0	1	1	5.3e-22	1.5e-18	74.7	0	5	116	2	117	1	118	0.91	NC_021055	115	0.982905982905983
arsC_glut	bacteria.protein.fa	F7308_RS04175	115	arsC_glut	117	1.1e-22	88	0.3	1	1	4.5e-26	1.3e-22	87.8	0.3	5	116	2	112	1	113	0.98	NC_015696	110	0.94017094017094
arsC_glut	bacteria.protein.fa	F7308_RS01815	117	arsC_glut	117	1.8e-14	61.6	0	1	1	7.1e-18	2e-14	61.4	0	3	114	1	114	1	116	0.95	NC_015696	113	0.965811965811966
arsC_glut	bacteria.protein.fa	F504_RS16220	118	arsC_glut	117	8.9e-31	114.1	0	1	1	3.5e-34	1e-30	114	0	5	116	2	117	1	118	0.92	NC_020799	115	0.982905982905983
arsC_glut	bacteria.protein.fa	F504_RS07010	118	arsC_glut	117	4.8e-16	66.6	0	1	1	1.9e-19	5.4e-16	66.4	0	5	115	7	117	3	118	0.94	NC_020799	110	0.94017094017094
arsC_glut	bacteria.protein.fa	EY04_RS22115	117	arsC_glut	117	5.1e-40	143.9	0	1	1	2e-43	5.6e-40	143.8	0	2	116	2	116	1	117	0.98	NZ_CP008696	114	0.974358974358974
arsC_glut	bacteria.protein.fa	EY04_RS05125	120	arsC_glut	117	3e-14	60.8	0	1	1	1.2e-17	3.3e-14	60.7	0	3	113	7	116	5	120	0.95	NZ_CP008696	109	0.931623931623932
arsC_glut	bacteria.protein.fa	EXIG_RS11975	117	arsC_glut	117	2.8e-13	57.7	0	1	1	1.1e-16	3.2e-13	57.5	0	3	111	1	111	1	114	0.95	NC_010556	110	0.94017094017094
arsC_glut	bacteria.protein.fa	EXIG_RS04730	128	arsC_glut	117	9.3e-12	52.8	0	1	1	3.9e-15	1.1e-11	52.5	0	3	108	4	109	2	117	0.92	NC_010556	105	0.897435897435897
arsC_glut	bacteria.protein.fa	ETA_RS06420	127	arsC_glut	117	1.3e-15	65.2	0	1	1	5.4e-19	1.5e-15	65	0	5	110	11	117	8	124	0.85	NC_010694	106	0.905982905982906
arsC_glut	bacteria.protein.fa	ETA_RS06360	117	arsC_glut	117	1.7e-43	155.1	0.1	1	1	6.7e-47	1.9e-43	155	0.1	1	116	1	117	1	117	0.99	NC_010694	116	0.991452991452991
arsC_glut	bacteria.protein.fa	ERH_RS08070	117	arsC_glut	117	1.4e-11	52.2	0	1	1	5.3e-15	1.5e-11	52.1	0	6	113	6	114	1	117	0.92	NC_015601	108	0.923076923076923
arsC_glut	bacteria.protein.fa	EPYR_RS05715	126	arsC_glut	117	7.7e-16	65.9	0	1	1	3.3e-19	9.4e-16	65.7	0	4	113	9	119	7	123	0.88	NC_017390	110	0.94017094017094
arsC_glut	bacteria.protein.fa	EPYR_RS05590	117	arsC_glut	117	6.7e-44	156.4	0.1	1	1	2.6e-47	7.4e-44	156.3	0.1	2	116	2	117	1	117	0.98	NC_017390	115	0.982905982905983
arsC_glut	bacteria.protein.fa	EPC_RS05945	126	arsC_glut	117	7.7e-16	65.9	0	1	1	3.3e-19	9.4e-16	65.7	0	4	113	9	119	7	123	0.88	NC_012214	110	0.94017094017094
arsC_glut	bacteria.protein.fa	EPC_RS05825	117	arsC_glut	117	6.7e-44	156.4	0.1	1	1	2.6e-47	7.4e-44	156.3	0.1	2	116	2	117	1	117	0.98	NC_012214	115	0.982905982905983
arsC_glut	bacteria.protein.fa	EP01_RS13485	119	arsC_glut	117	5.9e-11	50.2	0	1	1	2.3e-14	6.5e-11	50.1	0	4	114	2	117	1	119	0.89	NZ_CP007656	115	0.982905982905983
arsC_glut	bacteria.protein.fa	EP01_RS13340	115	arsC_glut	117	4.4e-22	86.1	0	1	1	1.7e-25	4.9e-22	85.9	0	5	116	4	112	1	113	0.94	NZ_CP007656	108	0.923076923076923
arsC_glut	bacteria.protein.fa	ENTCL_RS11080	141	arsC_glut	117	2.4e-50	177.2	0	1	1	9.9e-54	2.8e-50	177	0	1	116	1	116	1	117	0.99	NC_014618	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ENTCL_RS06455	118	arsC_glut	117	1.3e-14	62	0	1	1	5.3e-18	1.5e-14	61.8	0	3	104	1	102	1	115	0.89	NC_014618	101	0.863247863247863
arsC_glut	bacteria.protein.fa	ENTCL_RS06375	118	arsC_glut	117	3.6e-45	160.6	0.1	1	1	1.4e-48	4e-45	160.4	0.1	3	116	4	118	2	118	0.99	NC_014618	114	0.974358974358974
arsC_glut	bacteria.protein.fa	ENT638_RS15395	119	arsC_glut	117	3.1e-44	157.5	0.3	1	1	1.2e-47	3.5e-44	157.3	0.3	3	116	4	118	2	119	0.98	NC_009436	114	0.974358974358974
arsC_glut	bacteria.protein.fa	ENT638_RS15330	115	arsC_glut	117	6e-15	63.1	0	1	1	2.5e-18	7e-15	62.9	0	3	103	1	101	1	113	0.88	NC_009436	100	0.854700854700855
arsC_glut	bacteria.protein.fa	EJP617_RS17670	126	arsC_glut	117	4.3e-16	66.8	0	1	1	1.8e-19	5.1e-16	66.5	0	4	113	9	119	7	123	0.89	NC_017445	110	0.94017094017094
arsC_glut	bacteria.protein.fa	EJP617_RS00005	117	arsC_glut	117	4.1e-44	157.1	0.1	1	1	1.6e-47	4.5e-44	157	0.1	2	116	2	117	1	117	0.99	NC_017445	115	0.982905982905983
arsC_glut	bacteria.protein.fa	EDL933_RS23335	141	arsC_glut	117	4.5e-52	182.8	0	1	1	1.8e-55	5.2e-52	182.6	0	1	116	1	116	1	117	0.99	NZ_CP008957	115	0.982905982905983
arsC_glut	bacteria.protein.fa	EDL933_RS17910	119	arsC_glut	117	2.7e-47	167.4	0.2	1	1	1.1e-50	3e-47	167.2	0.2	2	116	3	118	2	119	0.98	NZ_CP008957	115	0.982905982905983
arsC_glut	bacteria.protein.fa	EDL933_RS17780	118	arsC_glut	117	1e-15	65.6	0	1	1	3.7e-19	1.1e-15	65.5	0	3	108	1	107	1	116	0.87	NZ_CP008957	106	0.905982905982906
arsC_glut	bacteria.protein.fa	ECWSU1_RS16290	118	arsC_glut	117	1.6e-44	158.5	0.1	1	1	6.2e-48	1.7e-44	158.3	0.1	3	116	4	118	2	118	0.98	NC_016514	114	0.974358974358974
arsC_glut	bacteria.protein.fa	ECWSU1_RS16225	116	arsC_glut	117	1.5e-15	65	0	1	1	6.2e-19	1.7e-15	64.8	0	3	105	1	103	1	115	0.87	NC_016514	102	0.871794871794872
arsC_glut	bacteria.protein.fa	ECWSU1_RS06940	143	arsC_glut	117	8.8e-50	175.4	0	1	1	3.6e-53	1e-49	175.2	0	1	116	1	116	1	117	0.99	NC_016514	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECOLC_RS06480	118	arsC_glut	117	2.3e-15	64.4	0	1	1	8.7e-19	2.5e-15	64.3	0	3	110	1	109	1	116	0.86	NC_010468	108	0.923076923076923
arsC_glut	bacteria.protein.fa	ECOLC_RS06350	119	arsC_glut	117	1.1e-46	165.4	0.2	1	1	4.5e-50	1.3e-46	165.2	0.2	2	116	3	118	2	119	0.98	NC_010468	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECOLC_RS01120	141	arsC_glut	117	3.1e-52	183.3	0	1	1	1.3e-55	3.6e-52	183.1	0	1	116	1	116	1	117	0.99	NC_010468	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECNA114_RS18685	141	arsC_glut	117	2.4e-51	180.4	0	1	1	1e-54	2.8e-51	180.2	0	1	116	1	116	1	117	0.99	NC_017644	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECNA114_RS13320	119	arsC_glut	117	2.7e-47	167.4	0.2	1	1	1.1e-50	3e-47	167.2	0.2	2	116	3	118	2	119	0.98	NC_017644	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECNA114_RS13250	118	arsC_glut	117	9.8e-16	65.6	0	1	1	3.7e-19	1e-15	65.5	0	3	112	1	111	1	116	0.87	NC_017644	110	0.94017094017094
arsC_glut	bacteria.protein.fa	ECDH10B_RS18705	141	arsC_glut	117	3.1e-52	183.3	0	1	1	1.3e-55	3.6e-52	183.1	0	1	116	1	116	1	117	0.99	NC_010473	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECDH10B_RS13530	119	arsC_glut	117	3.3e-47	167.1	0.2	1	1	1.3e-50	3.7e-47	166.9	0.2	2	116	3	118	2	119	0.98	NC_010473	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECDH10B_RS13400	118	arsC_glut	117	3.1e-16	67.2	0	1	1	1.2e-19	3.3e-16	67.2	0	3	112	1	111	1	116	0.85	NC_010473	110	0.94017094017094
arsC_glut	bacteria.protein.fa	ECD_RS17505	141	arsC_glut	117	3.1e-52	183.3	0	1	1	1.3e-55	3.6e-52	183.1	0	1	116	1	116	1	117	0.99	NC_012971	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECD_RS12405	119	arsC_glut	117	2.7e-47	167.4	0.2	1	1	1.1e-50	3e-47	167.2	0.2	2	116	3	118	2	119	0.98	NC_012971	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECD_RS12275	118	arsC_glut	117	3.1e-16	67.2	0	1	1	1.2e-19	3.3e-16	67.2	0	3	112	1	111	1	116	0.85	NC_012971	110	0.94017094017094
arsC_glut	bacteria.protein.fa	ECBD_RS06320	118	arsC_glut	117	3.1e-16	67.2	0	1	1	1.2e-19	3.3e-16	67.2	0	3	112	1	111	1	116	0.85	NC_012947	110	0.94017094017094
arsC_glut	bacteria.protein.fa	ECBD_RS06190	119	arsC_glut	117	2.7e-47	167.4	0.2	1	1	1.1e-50	3e-47	167.2	0.2	2	116	3	118	2	119	0.98	NC_012947	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECBD_RS01230	141	arsC_glut	117	3.1e-52	183.3	0	1	1	1.3e-55	3.6e-52	183.1	0	1	116	1	116	1	117	0.99	NC_012947	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECB_RS17740	141	arsC_glut	117	3.1e-52	183.3	0	1	1	1.3e-55	3.6e-52	183.1	0	1	116	1	116	1	117	0.99	NC_012967	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECB_RS12580	119	arsC_glut	117	2.7e-47	167.4	0.2	1	1	1.1e-50	3e-47	167.2	0.2	2	116	3	118	2	119	0.98	NC_012967	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECB_RS12450	118	arsC_glut	117	3.1e-16	67.2	0	1	1	1.2e-19	3.3e-16	67.2	0	3	112	1	111	1	116	0.85	NC_012967	110	0.94017094017094
arsC_glut	bacteria.protein.fa	ECA_RS07940	141	arsC_glut	117	1.6e-48	171.4	0	1	1	6.5e-52	1.8e-48	171.2	0	1	116	1	116	1	117	0.99	NC_004547	115	0.982905982905983
arsC_glut	bacteria.protein.fa	ECA_RS06400	125	arsC_glut	117	1.6e-17	71.4	0	1	1	7.1e-21	2e-17	71.1	0	3	113	2	118	1	122	0.84	NC_004547	116	0.991452991452991
arsC_glut	bacteria.protein.fa	ECA_RS06225	123	arsC_glut	117	3.7e-46	163.7	0.1	1	1	1.5e-49	4.2e-46	163.5	0.1	3	116	9	123	7	123	0.99	NC_004547	114	0.974358974358974
arsC_glut	bacteria.protein.fa	EAT1B_RS04060	117	arsC_glut	117	2e-18	74.3	0	1	1	7.5e-22	2.1e-18	74.2	0	3	115	1	115	1	117	0.95	NC_012673	114	0.974358974358974
arsC_glut	bacteria.protein.fa	EAT1B_RS02710	128	arsC_glut	117	1e-11	52.7	0	1	1	4.3e-15	1.2e-11	52.4	0	3	109	4	110	2	116	0.93	NC_012673	106	0.905982905982906
arsC_glut	bacteria.protein.fa	EAMY_RS28960	127	arsC_glut	117	2.3e-16	67.6	0	1	1	9.7e-20	2.7e-16	67.4	0	4	112	10	119	7	123	0.87	NC_013961	109	0.931623931623932
arsC_glut	bacteria.protein.fa	EAM_RS11770	127	arsC_glut	117	2.3e-16	67.6	0	1	1	9.7e-20	2.7e-16	67.4	0	4	112	10	119	7	123	0.87	NC_013971	109	0.931623931623932
arsC_glut	bacteria.protein.fa	DX03_RS13290	120	arsC_glut	117	2.6e-13	57.8	0	1	1	1.1e-16	3e-13	57.6	0	4	104	3	103	1	110	0.88	NZ_CP007597	100	0.854700854700855
arsC_glut	bacteria.protein.fa	DX03_RS07230	117	arsC_glut	117	5.7e-40	143.8	0	1	1	2.2e-43	6.2e-40	143.6	0	3	116	2	115	1	116	0.99	NZ_CP007597	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DX03_RS01800	136	arsC_glut	117	5.2e-40	143.9	0	1	1	2.2e-43	6.2e-40	143.6	0	3	116	2	115	1	116	0.98	NZ_CP007597	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DW66_RS08005	117	arsC_glut	117	3e-43	154.4	0	1	1	1.1e-46	3.2e-43	154.2	0	2	116	2	116	1	117	0.98	NZ_CP007620	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DW66_RS07370	115	arsC_glut	117	2.7e-15	64.2	0	1	1	1e-18	2.9e-15	64.1	0	5	116	4	114	1	115	0.95	NZ_CP007620	110	0.94017094017094
arsC_glut	bacteria.protein.fa	DW66_RS06145	117	arsC_glut	117	3e-43	154.4	0	1	1	1.1e-46	3.2e-43	154.2	0	2	116	2	116	1	117	0.98	NZ_CP007620	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DW66_RS05695	115	arsC_glut	117	2.3e-15	64.4	0	1	1	8.8e-19	2.5e-15	64.3	0	5	116	4	114	1	115	0.95	NZ_CP007620	110	0.94017094017094
arsC_glut	bacteria.protein.fa	DTPSY_RS14455	118	arsC_glut	117	1.1e-38	139.7	0	1	1	4.2e-42	1.2e-38	139.5	0	3	116	5	118	3	118	0.99	NC_011992	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DTPSY_RS11180	128	arsC_glut	117	5.3e-14	60	0	1	1	2.1e-17	6e-14	59.8	0	3	99	5	101	3	120	0.88	NC_011992	96	0.82051282051282
arsC_glut	bacteria.protein.fa	DSUI_RS12405	115	arsC_glut	117	3.8e-18	73.4	0	1	1	1.5e-21	4.1e-18	73.3	0	4	116	2	113	1	114	0.95	NC_016616	111	0.948717948717949
arsC_glut	bacteria.protein.fa	DSC_RS09985	118	arsC_glut	117	8.7e-12	52.9	0	1	1	3.6e-15	1e-11	52.7	0	4	102	2	100	1	109	0.91	NC_016147	98	0.837606837606838
arsC_glut	bacteria.protein.fa	DSC_RS09775	148	arsC_glut	117	9.5e-45	159.2	0	1	1	4e-48	1.1e-44	158.9	0	3	116	7	120	5	121	0.98	NC_016147	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DSC_RS08515	118	arsC_glut	117	6.8e-40	143.5	0	1	1	2.6e-43	7.4e-40	143.4	0	2	116	2	116	1	117	0.98	NC_016147	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DSC_RS02895	118	arsC_glut	117	2.7e-32	119	0	1	1	1.1e-35	3.1e-32	118.8	0	21	116	1	96	1	97	0.98	NC_016147	95	0.811965811965812
arsC_glut	bacteria.protein.fa	DR96_RS17075	118	arsC_glut	117	5.6e-45	159.9	0	1	1	2.2e-48	6.3e-45	159.8	0	3	116	4	118	2	118	0.99	NZ_CP008920	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DR96_RS16950	123	arsC_glut	117	5e-17	69.8	0	1	1	1.9e-20	5.3e-17	69.7	0	5	114	10	120	6	123	0.88	NZ_CP008920	110	0.94017094017094
arsC_glut	bacteria.protein.fa	DR96_RS00575	141	arsC_glut	117	5.6e-48	169.6	0.1	1	1	2.3e-51	6.6e-48	169.4	0.1	1	116	1	116	1	117	0.99	NZ_CP008920	115	0.982905982905983
arsC_glut	bacteria.protein.fa	DR64_RS34265	140	arsC_glut	117	5.5e-47	166.4	0	1	1	2.3e-50	6.4e-47	166.2	0	3	116	2	115	1	116	0.99	NZ_CP008762	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DR64_RS32855	119	arsC_glut	117	1.7e-35	129.3	0.1	1	1	6.9e-39	1.9e-35	129.2	0.1	3	116	1	118	1	119	0.94	NZ_CP008762	117	1
arsC_glut	bacteria.protein.fa	DR64_RS18885	121	arsC_glut	117	1.4e-13	58.6	0	1	1	6.1e-17	1.7e-13	58.4	0	5	116	8	120	5	121	0.92	NZ_CP008760	112	0.957264957264957
arsC_glut	bacteria.protein.fa	DP15_RS08560	146	arsC_glut	117	4.9e-50	176.2	0.1	1	1	2e-53	5.7e-50	176	0.1	1	116	1	116	1	117	0.99	NZ_CP008926	115	0.982905982905983
arsC_glut	bacteria.protein.fa	DP15_RS06775	118	arsC_glut	117	1.7e-15	64.8	0	1	1	6.9e-19	2e-15	64.6	0	3	104	1	104	1	115	0.94	NZ_CP008926	103	0.88034188034188
arsC_glut	bacteria.protein.fa	DP15_RS00440	134	arsC_glut	117	1.4e-13	58.7	0	1	1	6.4e-17	1.8e-13	58.3	0	3	116	1	114	1	115	0.95	NZ_CP008926	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DM80_RS30570	122	arsC_glut	117	3.6e-13	57.3	0	1	1	1.4e-16	4.1e-13	57.2	0	3	116	6	120	4	121	0.92	NZ_CP008730	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DM80_RS18925	140	arsC_glut	117	4.1e-45	160.4	0	1	1	1.7e-48	4.7e-45	160.2	0	2	116	2	116	1	117	0.98	NZ_CP008730	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DM80_RS10955	118	arsC_glut	117	3.9e-35	128.2	0	1	1	1.5e-38	4.3e-35	128	0	3	116	1	117	1	118	0.94	NZ_CP008729	116	0.991452991452991
arsC_glut	bacteria.protein.fa	DM80_RS02850	140	arsC_glut	117	1.8e-44	158.3	0	1	1	7.4e-48	2.1e-44	158.1	0	2	116	2	116	1	117	0.99	NZ_CP008728	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DM80_RS02475	140	arsC_glut	117	2.3e-45	161.2	0	1	1	9.2e-49	2.6e-45	161	0	2	116	2	116	1	117	0.98	NZ_CP008728	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DM80_RS01760	140	arsC_glut	117	2.2e-44	158	0	1	1	8.9e-48	2.5e-44	157.8	0	1	116	1	116	1	117	0.99	NZ_CP008728	115	0.982905982905983
arsC_glut	bacteria.protein.fa	DM42_RS34540	122	arsC_glut	117	1.2e-12	55.6	0	1	1	4.9e-16	1.4e-12	55.5	0	3	116	6	120	4	121	0.9	NZ_CP007787	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DM42_RS13145	118	arsC_glut	117	5.8e-35	127.6	0	1	1	2.3e-38	6.4e-35	127.5	0	3	116	1	117	1	118	0.94	NZ_CP007786	116	0.991452991452991
arsC_glut	bacteria.protein.fa	DM39_RS29205	118	arsC_glut	117	7.8e-34	124	0	1	1	3e-37	8.6e-34	123.8	0	3	116	1	117	1	118	0.95	NZ_CP007784	116	0.991452991452991
arsC_glut	bacteria.protein.fa	DM39_RS14920	122	arsC_glut	117	2.3e-13	58	0	1	1	9.1e-17	2.6e-13	57.8	0	3	116	6	120	4	121	0.91	NZ_CP007783	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DK61_RS10490	116	arsC_glut	117	4e-16	66.9	0	1	1	1.5e-19	4.4e-16	66.7	0	3	116	2	114	1	115	0.96	NZ_CP007789	112	0.957264957264957
arsC_glut	bacteria.protein.fa	DK61_RS07625	115	arsC_glut	117	8.2e-42	149.7	0.1	1	1	3.2e-45	9e-42	149.6	0.1	3	116	2	115	1	115	0.99	NZ_CP007789	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DK55_RS10455	115	arsC_glut	117	8.2e-42	149.7	0.1	1	1	3.2e-45	9e-42	149.6	0.1	3	116	2	115	1	115	0.99	NZ_CP007765	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DK55_RS07545	116	arsC_glut	117	1.6e-16	68.1	0	1	1	6.4e-20	1.8e-16	68	0	3	116	2	114	1	115	0.96	NZ_CP007765	112	0.957264957264957
arsC_glut	bacteria.protein.fa	DK53_RS04865	115	arsC_glut	117	8.2e-42	149.7	0.1	1	1	3.2e-45	9e-42	149.6	0.1	3	116	2	115	1	115	0.99	NZ_CP007705	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DK53_RS01990	116	arsC_glut	117	1.6e-16	68.1	0	1	1	6.4e-20	1.8e-16	68	0	3	116	2	114	1	115	0.96	NZ_CP007705	112	0.957264957264957
arsC_glut	bacteria.protein.fa	DK49_RS09195	115	arsC_glut	117	8.2e-42	149.7	0.1	1	1	3.2e-45	9e-42	149.6	0.1	3	116	2	115	1	115	0.99	NZ_CP007663	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DK49_RS06310	116	arsC_glut	117	1.6e-16	68.1	0	1	1	6.4e-20	1.8e-16	68	0	3	116	2	114	1	115	0.96	NZ_CP007663	112	0.957264957264957
arsC_glut	bacteria.protein.fa	DK48_RS14070	116	arsC_glut	117	1.6e-16	68.1	0	1	1	6.4e-20	1.8e-16	68	0	3	116	2	114	1	115	0.96	NZ_CP007681	112	0.957264957264957
arsC_glut	bacteria.protein.fa	DK48_RS11125	115	arsC_glut	117	8.2e-42	149.7	0.1	1	1	3.2e-45	9e-42	149.6	0.1	3	116	2	115	1	115	0.99	NZ_CP007681	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DJ48_RS24170	121	arsC_glut	117	5.5e-18	72.9	0	1	1	2.1e-21	6e-18	72.7	0	3	115	2	116	1	118	0.95	NZ_CP007618	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DJ48_RS04985	131	arsC_glut	117	5.1e-13	56.8	0.3	1	1	2.1e-16	5.9e-13	56.6	0.3	3	116	1	114	1	115	0.96	NZ_CP007618	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DJ46_RS20855	121	arsC_glut	117	5.5e-18	72.9	0	1	1	2.1e-21	6e-18	72.7	0	3	115	2	116	1	118	0.95	NZ_CP007666	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DJ46_RS12170	131	arsC_glut	117	5.1e-13	56.8	0.3	1	1	2.1e-16	5.9e-13	56.6	0.3	3	116	1	114	1	115	0.96	NZ_CP007666	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DJ45_RS12685	131	arsC_glut	117	5.1e-13	56.8	0.3	1	1	2.1e-16	5.9e-13	56.6	0.3	3	116	1	114	1	115	0.96	NZ_CP008752	113	0.965811965811966
arsC_glut	bacteria.protein.fa	DJ45_RS03995	121	arsC_glut	117	5.5e-18	72.9	0	1	1	2.1e-21	6e-18	72.7	0	3	115	2	116	1	118	0.95	NZ_CP008752	114	0.974358974358974
arsC_glut	bacteria.protein.fa	DJ44_RS17915	121	arsC_glut	117	5.5e-18	72.9	0	1	1	2.1e-21	6e-18	72.7	0	3	115	2	116	1	118	0.95	NZ_CP007704	114	0.974358974358974
