"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Pseudomonas putida W619" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida W619"
"ncbi" "Pseudomonas sp. HUK17" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. HUK17"
"ncbi" "Enterobacter sp. GN02315" "Enterobacter" "Gammaproteobacteria" "Proteobacteria" "Enterobacter sp. GN02315"
"ncbi" "Methylomicrobium alcaliphilum 20Z" "Methylomicrobium" "Gammaproteobacteria" "Proteobacteria" "Methylomicrobium alcaliphilum 20Z"
"ncbi" "Pseudomonas sp. EpSL25" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. EpSL25"
"ncbi" "Cronobacter turicensis z3032" "Cronobacter" "Gammaproteobacteria" "Proteobacteria" "Cronobacter turicensis z3032"
"ncbi" "Gammaproteobacteria bacterium BRH_c0" NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium BRH_c0"
"ncbi" "Stappia aggregata IAM 12614" "Labrenzia" "Alphaproteobacteria" "Proteobacteria" "Stappia aggregata IAM 12614"
"ncbi" "Enterobacter sp. kpr-6" "Enterobacter" "Gammaproteobacteria" "Proteobacteria" "Enterobacter sp. kpr-6"
"ncbi" "Rhodanobacter spathiphylli B39" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter spathiphylli B39"
"ncbi" "Methylophaga aminisulfidivorans MP" "Methylophaga" "Gammaproteobacteria" "Proteobacteria" "Methylophaga aminisulfidivorans MP"
"ncbi" "Cycloclasticus sp. P1" "Cycloclasticus" "Gammaproteobacteria" "Proteobacteria" "Cycloclasticus sp. P1"
"ncbi" "Nitrospina gracilis 3/211" "Nitrospina" "Nitrospinia" "Nitrospinae" "Nitrospina gracilis 3/211"
"ncbi" "Pantoea sp. AS-PWVM4" "Pantoea" "Gammaproteobacteria" "Proteobacteria" "Pantoea sp. AS-PWVM4"
"ncbi" "Marinobacter aquaeolei VT8" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter aquaeolei VT8"
"ncbi" "Roseovarius nubinhibens ISM" "Roseovarius" "Alphaproteobacteria" "Proteobacteria" "Roseovarius nubinhibens ISM"
"ncbi" "Alphaproteobacteria bacterium RIFOXYD12_FULL_60_8" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium RIFOXYD12_FULL_60_8"
"ncbi" "Kangiella koreensis DSM 16069" "Kangiella" "Gammaproteobacteria" "Proteobacteria" "Kangiella koreensis DSM 16069"
"ncbi" "Serratia liquefaciens ATCC 27592" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia liquefaciens ATCC 27592"
"ncbi" "Pseudomonas sp. 20_BN" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. 20_BN"
"ncbi" "Dickeya dadantii Ech586" "Dickeya" "Gammaproteobacteria" "Proteobacteria" "Dickeya dadantii Ech586"
"ncbi" "Thioalkalivibrio versutus" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio versutus"
"ncbi" "gamma proteobacterium IMCC2047" NA "Gammaproteobacteria" "Proteobacteria" "gamma proteobacterium IMCC2047"
"ncbi" "Marinobacter hydrocarbonoclasticus ATCC 49840" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter hydrocarbonoclasticus ATCC 49840"
"ncbi" "Hafnia alvei" "Hafnia" "Gammaproteobacteria" "Proteobacteria" "Hafnia alvei"
"ncbi" "Ferrimonas balearica DSM 9799" "Ferrimonas" "Gammaproteobacteria" "Proteobacteria" "Ferrimonas balearica DSM 9799"
"ncbi" "Pseudomonas psychrotolerans" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas psychrotolerans"
"ncbi" "Caenispirillum salinarum AK4" "Caenispirillum" "Alphaproteobacteria" "Proteobacteria" "Caenispirillum salinarum AK4"
"ncbi" "endosymbiont of Ridgeia piscesae" NA "Gammaproteobacteria" "Proteobacteria" "endosymbiont of Ridgeia piscesae"
"ncbi" "gamma proteobacterium HdN1" NA "Gammaproteobacteria" "Proteobacteria" "gamma proteobacterium HdN1"
"ncbi" "Marinobacter sp. JG233" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter sp. JG233"
"ncbi" "Halioglobus sp. HI00S01" "Halioglobus" "Gammaproteobacteria" "Proteobacteria" "Halioglobus sp. HI00S01"
"ncbi" "Desulfitobacterium hafniense DCB-2" "Desulfitobacterium" "Clostridia" "Firmicutes" "Desulfitobacterium hafniense DCB-2"
"ncbi" "Bacillus axarquiensis" "Bacillus" "Bacilli" "Firmicutes" "Bacillus axarquiensis"
"ncbi" "Bacillus subtilis subsp. spizizenii str. W23" "Bacillus" "Bacilli" "Firmicutes" "Bacillus subtilis subsp. spizizenii str. W23"
"ncbi" "Gracilibacillus boraciitolerans JCM 21714" "Gracilibacillus" "Bacilli" "Firmicutes" "Gracilibacillus boraciitolerans JCM 21714"
"ncbi" "Lactobacillus brevis ATCC 367" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus brevis ATCC 367"
"ncbi" "Geobacillus stearothermophilus 10" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus stearothermophilus 10"
"ncbi" "Bacillus sp. UWC" "Bacillus" "Bacilli" "Firmicutes" "Bacillus sp. UWC"
"ncbi" "Thermobacillus composti KWC4" "Thermobacillus" "Bacilli" "Firmicutes" "Thermobacillus composti KWC4"
"ncbi" "Lactobacillus hokkaidonensis JCM 18461" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus hokkaidonensis JCM 18461"
"ncbi" "Bacillus endophyticus" "Bacillus" "Bacilli" "Firmicutes" "Bacillus endophyticus"
"ncbi" "Brevibacillus sp. OK042" "Brevibacillus" "Bacilli" "Firmicutes" "Brevibacillus sp. OK042"
"ncbi" "Zetaproteobacteria bacterium CG1_02_55_237" NA "Zetaproteobacteria" "Proteobacteria" "Zetaproteobacteria bacterium CG1_02_55_237"
"ncbi" "Desulfotomaculum thermosubterraneum DSM 16057" "Desulfotomaculum" "Clostridia" "Firmicutes" "Desulfotomaculum thermosubterraneum DSM 16057"
"ncbi" "Caldalkalibacillus thermarum TA2.A1" "Caldalkalibacillus" "Bacilli" "Firmicutes" "Caldalkalibacillus thermarum TA2.A1"
"ncbi" "Paenibacillus sp. IHB B 3415" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. IHB B 3415"
"ncbi" "Lactobacillus brevis" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus brevis"
"ncbi" "Bacillus akibai JCM 9157" "Bacillus" "Bacilli" "Firmicutes" "Bacillus akibai JCM 9157"
"ncbi" "Paenibacillus oryzae" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus oryzae"
"ncbi" "Rhodopirellula sallentina SM41" "Rhodopirellula" "Planctomycetia" "Planctomycetes" "Rhodopirellula sallentina SM41"
"ncbi" "Patulibacter sp. I11" "Patulibacter" "Thermoleophilia" "Actinobacteria" "Patulibacter sp. I11"
"ncbi" "Ferriphaselus amnicola" "Ferriphaselus" "Betaproteobacteria" "Proteobacteria" "Ferriphaselus amnicola"
"ncbi" "Geobacter metallireducens GS-15" "Geobacter" "Deltaproteobacteria" "Proteobacteria" "Geobacter metallireducens GS-15"
"ncbi" "Desulfatitalea sp. BRH_c12" "Desulfatitalea" "Deltaproteobacteria" "Proteobacteria" "Desulfatitalea sp. BRH_c12"
"ncbi" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" NA NA "Candidatus Peregrinibacteria" "Candidatus Peregrinibacteria bacterium CG1_02_54_53"
"ncbi" "Steroidobacter denitrificans" "Steroidobacter" "Gammaproteobacteria" "Proteobacteria" "Steroidobacter denitrificans"
"ncbi" "Candidatus Thorarchaeota archaeon SMTZ-45" NA NA "Candidatus Thorarchaeota" "Candidatus Thorarchaeota archaeon SMTZ-45"
"ncbi" "Thioalkalivibrio sulfidiphilus HL-EbGr7" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidiphilus HL-EbGr7"
"ncbi" "Mariprofundus micogutta" "Mariprofundus" "Zetaproteobacteria" "Proteobacteria" "Mariprofundus micogutta"
"ncbi" "hydrocarbon metagenome" NA NA NA "hydrocarbon metagenome"
"ncbi" "Thiobacillus sp. 65-1402" "Thiobacillus" "Betaproteobacteria" "Proteobacteria" "Thiobacillus sp. 65-1402"
"ncbi" "Mycobacterium sp. 1245111.1" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1245111.1"
"ncbi" "Mycobacterium sp. 1274761.0" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1274761.0"
"ncbi" "Bradyrhizobium diazoefficiens" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium diazoefficiens"
"ncbi" "Bradyrhizobium sp. Ghvi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Ghvi"
"ncbi" "Mycobacterium sp. 1165196.3" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 1165196.3"
"ncbi" "Brevundimonas naejangsanensis" "Brevundimonas" "Alphaproteobacteria" "Proteobacteria" "Brevundimonas naejangsanensis"
"ncbi" "Sinorhizobium sp. GL28" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium sp. GL28"
"ncbi" "Rhizobium sp. NT-26" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. NT-26"
"ncbi" "Macrococcus caseolyticus JCSC5402" "Macrococcus" "Bacilli" "Firmicutes" "Macrococcus caseolyticus JCSC5402"
"ncbi" "Conexibacter woesei DSM 14684" "Conexibacter" "Thermoleophilia" "Actinobacteria" "Conexibacter woesei DSM 14684"
"ncbi" "Rhizobium freirei PRF 81" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium freirei PRF 81"
"ncbi" "Pseudomonas alcaligenes NBRC 14159" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas alcaligenes NBRC 14159"
"ncbi" "Hyphomicrobium denitrificans 1NES1" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria" "Hyphomicrobium denitrificans 1NES1"
"ncbi" "Bradyrhizobium lablabi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium lablabi"
"ncbi" "Bradyrhizobium jicamae" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium jicamae"
"ncbi" "Nocardioides sp. JS614" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides sp. JS614"
"ncbi" "Terrabacter sp. Root85" "Terrabacter" "Actinobacteria" "Actinobacteria" "Terrabacter sp. Root85"
"ncbi" "Acinetobacter sp. HA" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter sp. HA"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Rhodococcus aetherivorans" "Rhodococcus" "Actinobacteria" "Actinobacteria" "Rhodococcus aetherivorans"
"ncbi" "Rhodococcus sp. PBTS 2" "Rhodococcus" "Actinobacteria" "Actinobacteria" "Rhodococcus sp. PBTS 2"
"ncbi" "Geodermatophilus taihuensis" "Geodermatophilus" "Actinobacteria" "Actinobacteria" "Geodermatophilus taihuensis"
"ncbi" "Arthrobacter sp. EPSL27" "Arthrobacter" "Actinobacteria" "Actinobacteria" "Arthrobacter sp. EPSL27"
"ncbi" "Phycicoccus sp. Root563" "Phycicoccus" "Actinobacteria" "Actinobacteria" "Phycicoccus sp. Root563"
"ncbi" "Niastella sp. SCN 39-18" "Niastella" "Chitinophagia" "Bacteroidetes" "Niastella sp. SCN 39-18"
"ncbi" "Terrabacter sp. Root181" "Terrabacter" "Actinobacteria" "Actinobacteria" "Terrabacter sp. Root181"
"ncbi" "Micromonospora lupini str. Lupac 08" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora lupini str. Lupac 08"
"ncbi" "Bradyrhizobium sp. S23321" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. S23321"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Ralstonia solanacearum PSI07" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia solanacearum PSI07"
"ncbi" "Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133" "Actinotalea" "Actinobacteria" "Actinobacteria" "Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133"
"ncbi" "Tersicoccus phoenicis" "Tersicoccus" "Actinobacteria" "Actinobacteria" "Tersicoccus phoenicis"
"ncbi" "Cellulomonas carbonis T26" "Cellulomonas" "Actinobacteria" "Actinobacteria" "Cellulomonas carbonis T26"
"ncbi" "Sphingomonas taxi" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas taxi"
"ncbi" "Acinetobacter radioresistens SK82" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter radioresistens SK82"
"ncbi" "Hyphomonas sp. BRH_c22" "Hyphomonas" "Alphaproteobacteria" "Proteobacteria" "Hyphomonas sp. BRH_c22"
"ncbi" "Pseudomonas oryzihabitans" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas oryzihabitans"
"ncbi" "Methylobacterium populi" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium populi"
"ncbi" "Pseudomonas sp. Snoq117.2" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. Snoq117.2"
"ncbi" "Acinetobacter sp. LCT-H3" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter sp. LCT-H3"
"ncbi" "Sphingopyxis sp. LC81" "Sphingopyxis" "Alphaproteobacteria" "Proteobacteria" "Sphingopyxis sp. LC81"
"ncbi" "Nocardia asteroides NBRC 15531" "Nocardia" "Actinobacteria" "Actinobacteria" "Nocardia asteroides NBRC 15531"
"ncbi" "Achromobacter sp. 2789STDY5608606" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. 2789STDY5608606"
"ncbi" "Propionivibrio sp. S1" "Propionivibrio" "Betaproteobacteria" "Proteobacteria" "Propionivibrio sp. S1"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Actinobacteria bacterium 13_2_20CM_2_66_6" NA NA "Actinobacteria" "Actinobacteria bacterium 13_2_20CM_2_66_6"
"ncbi" "Chloroflexi bacterium RBG_16_70_13" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_70_13"
"ncbi" "Actinobacteria bacterium RBG_16_70_17" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_70_17"
"ncbi" "Polaromonas sp. JS666" "Polaromonas" "Betaproteobacteria" "Proteobacteria" "Polaromonas sp. JS666"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "Streptomyces mangrovisoli" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces mangrovisoli"
"ncbi" "Intrasporangium calvum DSM 43043" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium calvum DSM 43043"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26" NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26"
"ncbi" "Rubinisphaera brasiliensis DSM 5305" "Rubinisphaera" "Planctomycetia" "Planctomycetes" "Rubinisphaera brasiliensis DSM 5305"
"ncbi" "Actinomadura sp. CNU-125" "Actinomadura" "Actinobacteria" "Actinobacteria" "Actinomadura sp. CNU-125"
"ncbi" "Kutzneria albida DSM 43870" "Kutzneria" "Actinobacteria" "Actinobacteria" "Kutzneria albida DSM 43870"
"ncbi" "Actinobacteria bacterium DSM 45722" NA "Actinobacteria" "Actinobacteria" "Actinobacteria bacterium DSM 45722"
"ncbi" "Herbaspirillum sp. TSA66" "Noviherbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum sp. TSA66"
"ncbi" "Williamsia sp. D3" "Williamsia" "Actinobacteria" "Actinobacteria" "Williamsia sp. D3"
"ncbi" "Flavobacterium sp. TAB 87" "Flavobacterium" "Flavobacteriia" "Bacteroidetes" "Flavobacterium sp. TAB 87"
"ncbi" "Opitutaceae bacterium TAV3" NA "Opitutae" "Verrucomicrobia" "Opitutaceae bacterium TAV3"
"ncbi" "Tsukamurella tyrosinosolvens" "Tsukamurella" "Actinobacteria" "Actinobacteria" "Tsukamurella tyrosinosolvens"
"ncbi" "Mycobacterium europaeum" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium europaeum"
"ncbi" "Rhodococcus rhodochrous ATCC 21198" "Rhodococcus" "Actinobacteria" "Actinobacteria" "Rhodococcus rhodochrous ATCC 21198"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Mucilaginibacter sp. OK283" "Mucilaginibacter" "Sphingobacteriia" "Bacteroidetes" "Mucilaginibacter sp. OK283"
"ncbi" "Flavisolibacter ginsengisoli DSM 18119" "Flavisolibacter" "Chitinophagia" "Bacteroidetes" "Flavisolibacter ginsengisoli DSM 18119"
"ncbi" "Nocardioides sp. Soil777" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides sp. Soil777"
"ncbi" "Mycobacterium peregrinum" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium peregrinum"
"ncbi" "Candidatus Gallionella acididurans" "Gallionella" "Betaproteobacteria" "Proteobacteria" "Candidatus Gallionella acididurans"
"ncbi" "Mucilaginibacter pineti" "Mucilaginibacter" "Sphingobacteriia" "Bacteroidetes" "Mucilaginibacter pineti"
"ncbi" "Ralstonia syzygii R24" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia syzygii R24"
"ncbi" "Mesorhizobium sp. SOD10" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. SOD10"
"ncbi" "Pseudomonas stutzeri" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas stutzeri"
"ncbi" "Afipia clevelandensis ATCC 49720" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia clevelandensis ATCC 49720"
"ncbi" "Acinetobacter ursingii ANC 3649" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter ursingii ANC 3649"
"ncbi" "Enterococcus faecium E980" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium E980"
"ncbi" "Planctomyces sp. SH-PL62" "Planctomyces" "Planctomycetia" "Planctomycetes" "Planctomyces sp. SH-PL62"
"ncbi" "Rhodococcus qingshengii" "Rhodococcus" "Actinobacteria" "Actinobacteria" "Rhodococcus qingshengii"
"ncbi" "Rhodococcus imtechensis RKJ300" "Rhodococcus" "Actinobacteria" "Actinobacteria" "Rhodococcus imtechensis RKJ300"
"ncbi" "Austwickia chelonae NBRC 105200" "Austwickia" "Actinobacteria" "Actinobacteria" "Austwickia chelonae NBRC 105200"
"ncbi" "Cellulomonas flavigena DSM 20109" "Cellulomonas" "Actinobacteria" "Actinobacteria" "Cellulomonas flavigena DSM 20109"
"ncbi" "Actinobacteria bacterium 13_1_40CM_66_12" NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_40CM_66_12"
"ncbi" "Niastella yeongjuensis" "Niastella" "Chitinophagia" "Bacteroidetes" "Niastella yeongjuensis"
"ncbi" "Mucilaginibacter gotjawali" "Mucilaginibacter" "Sphingobacteriia" "Bacteroidetes" "Mucilaginibacter gotjawali"
"ncbi" "Chloroflexi bacterium 13_1_40CM_3_70_6" NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_3_70_6"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Deltaproteobacteria bacterium RBG_19FT_COMBO_43_11" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RBG_19FT_COMBO_43_11"
"ncbi" "Dehalococcoidia bacterium CG2_30_46_19" NA "Dehalococcoidia" "Chloroflexi" "Dehalococcoidia bacterium CG2_30_46_19"
"ncbi" "Mycobacterium abscessus subsp. bolletii 103" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium abscessus subsp. bolletii 103"
"ncbi" "Methanomethylovorans hollandica DSM 15978" "Methanomethylovorans" "Methanomicrobia" "Euryarchaeota" "Methanomethylovorans hollandica DSM 15978"
"ncbi" "Actinobacteria bacterium RBG_13_35_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_13_35_12"
"ncbi" "Chloroflexi bacterium RBG_19FT_COMBO_47_15" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_19FT_COMBO_47_15"
"ncbi" "Chloroflexi bacterium RBG_13_54_9" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_54_9"
"ncbi" "Chloroflexi bacterium RBG_13_50_10" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_50_10"
"ncbi" "Mycobacterium aromaticivorans JS19b1 = JCM 16368" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium aromaticivorans JS19b1 = JCM 16368"
"ncbi" "Mycobacterium sp. Root265" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. Root265"
"ncbi" "Deltaproteobacteria bacterium RBG_16_44_11" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RBG_16_44_11"
"ncbi" "Myxococcales bacterium SG8_38" NA "Deltaproteobacteria" "Proteobacteria" "Myxococcales bacterium SG8_38"
"ncbi" "Mycobacterium obuense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium obuense"
"ncbi" "Dehalococcoidia bacterium CG2_30_46_9" NA "Dehalococcoidia" "Chloroflexi" "Dehalococcoidia bacterium CG2_30_46_9"
"ncbi" "Smithella sp. F21" "Smithella" "Deltaproteobacteria" "Proteobacteria" "Smithella sp. F21"
"ncbi" "Chloroflexi bacterium 44-23" NA NA "Chloroflexi" "Chloroflexi bacterium 44-23"
"ncbi" "Chloroflexi bacterium RBG_16_50_9" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_50_9"
"ncbi" "Phycisphaerae bacterium SG8_4" NA "Phycisphaerae" "Planctomycetes" "Phycisphaerae bacterium SG8_4"
"ncbi" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30" NA NA "Candidatus Aminicenantes" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30"
"ncbi" "Planctomycetes bacterium RBG_13_46_10" NA NA "Planctomycetes" "Planctomycetes bacterium RBG_13_46_10"
"ncbi" "Mycobacterium sp. 852013-51886_SCH5428379" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. 852013-51886_SCH5428379"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "Euryarchaeota archaeon RBG_16_62_10" NA NA "Euryarchaeota" "Euryarchaeota archaeon RBG_16_62_10"
"ncbi" "Desulfitobacterium hafniense Y51" "Desulfitobacterium" "Clostridia" "Firmicutes" "Desulfitobacterium hafniense Y51"
"ncbi" "Mycobacterium sp. djl-10" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. djl-10"
"ncbi" "Levilinea saccharolytica" "Levilinea" "Anaerolineae" "Chloroflexi" "Levilinea saccharolytica"
"ncbi" "Deltaproteobacteria bacterium RBG_16_47_11" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RBG_16_47_11"
"ncbi" "Chloroflexi bacterium RBG_13_66_10" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_66_10"
"ncbi" "Sphaerochaeta pleomorpha str. Grapes" "Sphaerochaeta" "Spirochaetia" "Spirochaetes" "Sphaerochaeta pleomorpha str. Grapes"
"ncbi" "Mycobacterium sp. Root135" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. Root135"
"ncbi" "Mycobacterium rufum" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium rufum"
"ncbi" "Candidatus Aminicenantes bacterium RBG_13_59_9" NA NA "Candidatus Aminicenantes" "Candidatus Aminicenantes bacterium RBG_13_59_9"
"ncbi" "Alkalibacter saccharofermentans DSM 14828" "Alkalibacter" "Clostridia" "Firmicutes" "Alkalibacter saccharofermentans DSM 14828"
"ncbi" "Clostridia bacterium 62_21" NA "Clostridia" "Firmicutes" "Clostridia bacterium 62_21"
"ncbi" "Mycobacterium avium MAV_120809_2495" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium avium MAV_120809_2495"
"ncbi" "Chloroflexi bacterium RBG_13_51_36" NA NA "Chloroflexi" "Chloroflexi bacterium RBG_13_51_36"
"ncbi" "Hyphomicrobium sp. SCN 65-11" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria" "Hyphomicrobium sp. SCN 65-11"
"ncbi" "Agrobacterium sp. GW4" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium sp. GW4"
"ncbi" "Sinorhizobium americanum" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria" "Sinorhizobium americanum"
"ncbi" "Rhizobium sp. LC145" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. LC145"
"ncbi" "Mycobacterium sp. NAZ190054" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. NAZ190054"
"ncbi" "Rhizobium sp. Root482" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. Root482"
"ncbi" "Mycobacterium vanbaalenii PYR-1" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium vanbaalenii PYR-1"
"ncbi" "Variovorax paradoxus S110" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus S110"
"ncbi" "Mycobacterium rhodesiae JS60" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium rhodesiae JS60"
"ncbi" "Litoreibacter janthinus" "Litoreibacter" "Alphaproteobacteria" "Proteobacteria" "Litoreibacter janthinus"
"ncbi" "Mycobacterium canariasense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium canariasense"
"ncbi" "Rhizobium sp. NFR07" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. NFR07"
"ncbi" "Mycobacterium mucogenicum" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium mucogenicum"
"ncbi" "Mesorhizobium sp. L2C089B000" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. L2C089B000"
"ncbi" "Polaromonas naphthalenivorans CJ2" "Polaromonas" "Betaproteobacteria" "Proteobacteria" "Polaromonas naphthalenivorans CJ2"
"ncbi" "Mycobacterium brisbanense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium brisbanense"
"ncbi" "Nitratireductor indicus C115" "Nitratireductor" "Alphaproteobacteria" "Proteobacteria" "Nitratireductor indicus C115"
